Order_ID,Date,Item_Name,Category,Weight_kg,Volumetric_Weight_kg,L_cm,W_cm,H_cm,Fragility,Moisture_Sens,Shipping_Mode,Distance_km,Packaging_Used,Cost_USD,CO2_Emission_kg
8906,11-06-2025,Laptop,Electronics,2.35,0.24,28,21,2,9,TRUE,Air,2519,Mushroom Pkg (Mycelium),2.74,14.799
8907,23-10-2025,Sofa (Sectional),Furniture,40.01,255.68,199,88,73,5,FALSE,Road,647,Wood Crate,103.27,82.712
8908,22-10-2025,Shampoo,Beauty,0.8,0.2,20,7,7,3,TRUE,Air,2873,PLA Bioplastic,0.92,5.746
8909,20-02-2025,55-Inch TV,Electronics,15.5,8.54,117,73,5,9,TRUE,Road,2270,Mushroom Pkg (Mycelium),8,17.593
8910,21-10-2025,Shampoo,Beauty,0.56,0.22,20,7,8,4,TRUE,Air,2085,PLA Bioplastic,1.02,2.919
8911,19-06-2025,Smart Watch,Electronics,0.18,0.01,5,5,1,4,TRUE,Air,1315,Corrugated Cardboard,0.87,0.592
8912,08-07-2025,Winter Jacket,Clothing,1.31,3.2,48,37,9,4,TRUE,Air,2165,Kraft Paper Mailer,2.08,17.32
8913,24-01-2025,Ceramic Vase,Home Decor,2.78,1.18,15,14,28,9,FALSE,Air,1589,Mushroom Pkg (Mycelium),2.91,11.044
8914,15-12-2025,Sofa (Sectional),Furniture,40.11,358.2,219,94,87,7,FALSE,Road,2017,Wood Crate,144.68,361.245
8915,07-01-2025,Winter Jacket,Clothing,1.2,3.77,46,41,10,3,TRUE,Road,146,Kraft Paper Mailer,2.11,0.275
8916,18-06-2025,T-Shirt,Clothing,0.26,0.09,23,20,1,1,FALSE,Air,1455,Kraft Paper Mailer,0.3,0.946
8917,30-10-2025,Laptop,Electronics,2.38,0.25,31,20,2,9,TRUE,Air,2130,Mushroom Pkg (Mycelium),2.75,12.674
8918,21-09-2025,Perfume Bottle,Beauty,0.4,0.03,10,4,4,8,TRUE,Air,1870,Mushroom Pkg (Mycelium),1.76,1.87
8919,06-12-2025,Office Chair,Furniture,11.5,34.11,59,59,49,4,FALSE,Road,2397,Wood Crate,14.44,40.881
8920,14-04-2025,Ceramic Vase,Home Decor,1.48,1.44,15,16,30,9,FALSE,Air,1552,Mushroom Pkg (Mycelium),2.39,5.742
8921,26-08-2025,Smart Watch,Electronics,0.13,0.01,5,5,1,6,TRUE,Air,1894,Honeycomb Paper,1.25,0.616
8922,06-01-2025,Glass Table,Furniture,13.17,6.08,103,59,5,9,FALSE,Road,2714,Mushroom Pkg (Mycelium),7.07,17.872
8923,27-11-2025,T-Shirt,Clothing,0.29,0.17,23,19,2,1,FALSE,Road,506,Kraft Paper Mailer,0.32,0.073
8924,26-05-2025,55-Inch TV,Electronics,21.76,8.44,114,74,5,10,TRUE,Road,1317,Mushroom Pkg (Mycelium),10.7,14.329
8925,17-01-2025,Smartphone,Electronics,0.36,0,14,7,0,6,TRUE,Air,1240,Honeycomb Paper,1.34,1.116
8926,08-04-2025,Office Chair,Furniture,11.59,34.2,63,59,46,5,FALSE,Road,2244,Wood Crate,14.68,38.372
8927,11-05-2025,55-Inch TV,Electronics,18.95,9.07,126,72,5,10,TRUE,Road,1682,Mushroom Pkg (Mycelium),9.58,15.937
8928,15-05-2025,Office Chair,Furniture,11.19,40.13,65,63,49,4,FALSE,Road,360,PLA Bioplastic,16.85,7.223
8929,06-12-2025,Glass Table,Furniture,14.51,6.72,105,64,5,9,FALSE,Road,796,Mushroom Pkg (Mycelium),7.6,5.775
8930,30-03-2025,T-Shirt,Clothing,0.17,0.19,24,20,2,2,FALSE,Air,2320,Kraft Paper Mailer,0.48,1.102
8931,23-11-2025,Glass Table,Furniture,15.68,5.09,106,60,4,9,FALSE,Road,1875,Mushroom Pkg (Mycelium),8.07,14.7
8932,09-09-2025,Smartphone,Electronics,0.26,0.02,14,6,1,6,TRUE,Air,1382,Honeycomb Paper,1.3,0.898
8933,18-08-2025,Shampoo,Beauty,0.69,0.22,20,8,7,4,TRUE,Air,1958,PLA Bioplastic,1.08,3.378
8934,21-12-2025,T-Shirt,Clothing,0.24,0.17,23,18,2,2,FALSE,Air,1106,Kraft Paper Mailer,0.5,0.664
8935,05-02-2025,T-Shirt,Clothing,0.22,0.1,23,21,1,2,FALSE,Air,1547,Kraft Paper Mailer,0.49,0.851
8936,18-05-2025,Winter Jacket,Clothing,1.81,3.57,47,38,10,3,TRUE,Air,1620,Kraft Paper Mailer,2.03,14.458
8937,10-03-2025,Laptop,Electronics,2.32,0.13,31,21,1,9,TRUE,Road,568,Mushroom Pkg (Mycelium),2.73,0.659
8938,28-02-2025,Sofa (Sectional),Furniture,79.59,334.79,212,94,84,8,FALSE,Road,154,Wood Crate,135.52,25.779
8939,05-11-2025,Winter Jacket,Clothing,1.48,3.64,47,43,9,2,TRUE,Air,1312,Honeycomb Paper,1.86,11.939
8940,19-04-2025,Sneakers,Clothing,0.87,1.06,28,19,10,5,FALSE,Air,2375,Kraft Paper Mailer,1.42,6.294
8941,01-12-2025,Laptop,Electronics,1.86,0.13,32,20,1,7,TRUE,Air,2599,Honeycomb Paper,2.14,12.085
8942,11-01-2025,Laptop,Electronics,1.58,0.24,31,19,2,9,TRUE,Air,1861,Mushroom Pkg (Mycelium),2.43,7.351
8943,10-08-2025,Perfume Bottle,Beauty,0.43,0.04,9,5,4,10,TRUE,Air,2788,Mushroom Pkg (Mycelium),2.17,2.997
8944,10-01-2025,Shampoo,Beauty,0.55,0.2,20,7,7,5,TRUE,Air,2838,PLA Bioplastic,1.22,3.902
8945,25-11-2025,Sneakers,Clothing,1.16,1.17,27,18,12,5,FALSE,Air,1854,Kraft Paper Mailer,1.47,5.423
8946,02-10-2025,Smartphone,Electronics,0.39,0.02,14,6,1,7,TRUE,Road,784,Honeycomb Paper,1.56,0.153
8947,14-08-2025,Ceramic Vase,Home Decor,2.28,1.39,16,14,31,10,FALSE,Air,2742,Mushroom Pkg (Mycelium),2.91,15.629
8948,04-01-2025,Laptop,Electronics,1.58,0.21,29,18,2,7,TRUE,Air,2938,Honeycomb Paper,2.03,11.605
8949,05-09-2025,Sneakers,Clothing,1.01,1.01,28,18,10,5,FALSE,Road,180,Kraft Paper Mailer,1.4,0.091
8950,10-12-2025,Winter Jacket,Clothing,1.25,3.84,52,41,9,3,TRUE,Air,2409,Kraft Paper Mailer,2.14,23.126
8951,12-08-2025,Glass Table,Furniture,13.13,5.62,108,65,4,9,FALSE,Road,1123,Mushroom Pkg (Mycelium),7.05,7.372
8952,28-03-2025,55-Inch TV,Electronics,23.45,6.72,120,70,4,9,TRUE,Road,2557,Mushroom Pkg (Mycelium),11.18,29.981
8953,09-02-2025,55-Inch TV,Electronics,18.9,7.26,126,72,4,10,TRUE,Road,1900,Mushroom Pkg (Mycelium),9.56,17.955
8954,14-11-2025,55-Inch TV,Electronics,21.5,6.73,122,69,4,9,TRUE,Road,770,Mushroom Pkg (Mycelium),10.4,8.277
8955,23-02-2025,Smartphone,Electronics,0.27,0.02,14,7,1,7,TRUE,Road,304,Honeycomb Paper,1.51,0.041
8956,06-07-2025,Glass Table,Furniture,12.67,4.69,101,58,4,9,FALSE,Road,2966,Mushroom Pkg (Mycelium),6.87,18.79
8957,04-11-2025,Glass Table,Furniture,16.79,4.55,98,58,4,9,FALSE,Road,721,Mushroom Pkg (Mycelium),8.52,6.053
8958,11-04-2025,Smartphone,Electronics,0.39,0,13,6,0,9,TRUE,Road,389,Mushroom Pkg (Mycelium),1.96,0.076
8959,29-04-2025,Sofa (Sectional),Furniture,77.84,248.92,184,89,76,6,FALSE,Road,2436,Wood Crate,100.77,303.185
8960,16-01-2025,Ceramic Vase,Home Decor,2.35,1.3,14,15,31,9,FALSE,Air,1379,Mushroom Pkg (Mycelium),2.74,8.102
8961,30-11-2025,Smart Watch,Electronics,0.18,0,5,4,0,5,TRUE,Air,2823,Honeycomb Paper,1.07,1.27
8962,03-06-2025,Sofa (Sectional),Furniture,53.86,312.48,210,93,80,5,FALSE,Road,2932,Wood Crate,125.99,458.096
8963,15-07-2025,Winter Jacket,Clothing,1.08,3.2,48,37,9,4,TRUE,Road,260,Kraft Paper Mailer,2.08,0.416
8964,10-08-2025,Shampoo,Beauty,0.84,0.24,21,7,8,5,TRUE,Air,1007,PLA Bioplastic,1.34,2.115
8965,15-03-2025,Laptop,Electronics,1.51,0.26,31,21,2,7,TRUE,Air,1725,Honeycomb Paper,2,6.512
8966,13-09-2025,Smartphone,Electronics,0.29,0.02,16,6,1,6,TRUE,Air,1255,Honeycomb Paper,1.32,0.91
8967,14-03-2025,Perfume Bottle,Beauty,0.47,0.04,10,4,5,10,TRUE,Air,929,Mushroom Pkg (Mycelium),2.19,1.092
8968,01-06-2025,Smart Watch,Electronics,0.16,0,5,4,1,5,TRUE,Air,1683,Honeycomb Paper,1.06,0.673
8969,28-03-2025,Shampoo,Beauty,0.72,0.18,18,7,7,3,TRUE,Air,2716,PLA Bioplastic,0.89,4.889
8970,19-06-2025,Laptop,Electronics,1.64,0.12,28,21,1,9,TRUE,Air,2321,Mushroom Pkg (Mycelium),2.46,9.516
8971,19-04-2025,Laptop,Electronics,2.38,0.11,29,19,1,8,TRUE,Air,901,Mushroom Pkg (Mycelium),2.55,5.361
8972,27-12-2025,Sofa (Sectional),Furniture,43.77,274.78,188,84,87,6,FALSE,Road,2743,PLA Bioplastic,111.11,376.861
8973,06-07-2025,Sofa (Sectional),Furniture,44.13,301.1,213,93,76,8,FALSE,Road,1597,Wood Crate,122.04,240.428
8974,02-10-2025,Smart Watch,Electronics,0.1,0,5,4,0,6,TRUE,Air,2414,Honeycomb Paper,1.24,0.604
8975,05-07-2025,Sneakers,Clothing,0.81,1.37,30,19,12,3,FALSE,Air,2070,Kraft Paper Mailer,1.15,7.09
8976,11-03-2025,Smart Watch,Electronics,0.15,0.01,5,5,1,4,TRUE,Air,2254,Corrugated Cardboard,0.86,0.845
8977,14-01-2025,Sofa (Sectional),Furniture,40.49,291.65,186,98,80,5,FALSE,Road,1796,Wood Crate,117.66,261.902
8978,03-10-2025,Sneakers,Clothing,1.18,1.07,27,18,11,3,FALSE,Air,2700,Kraft Paper Mailer,1.07,7.965
8979,10-05-2025,Perfume Bottle,Beauty,0.25,0.04,9,4,5,9,TRUE,Air,1338,Mushroom Pkg (Mycelium),1.9,0.836
8980,26-01-2025,Ceramic Vase,Home Decor,2.15,1.44,15,16,30,9,FALSE,Air,2130,Mushroom Pkg (Mycelium),2.66,11.449
8981,01-11-2025,Perfume Bottle,Beauty,0.38,0.04,10,4,5,8,TRUE,Air,2093,Mushroom Pkg (Mycelium),1.75,1.988
8982,28-10-2025,Office Chair,Furniture,10.47,31.02,55,60,47,4,FALSE,Road,300,Wood Crate,13.21,4.653
8983,05-08-2025,Sneakers,Clothing,0.85,1.36,27,21,12,5,FALSE,Road,331,Kraft Paper Mailer,1.54,0.225
8984,19-09-2025,Sneakers,Clothing,1.09,1.34,32,21,10,4,FALSE,Air,2937,Kraft Paper Mailer,1.34,9.839
8985,12-09-2025,Laptop,Electronics,2.42,0.22,31,18,2,8,TRUE,Air,960,Mushroom Pkg (Mycelium),2.57,5.808
8986,19-05-2025,Shampoo,Beauty,0.72,0.23,18,8,8,3,TRUE,Air,1233,PLA Bioplastic,0.89,2.219
8987,28-07-2025,Shampoo,Beauty,0.97,0.23,18,8,8,3,TRUE,Road,595,PLA Bioplastic,0.99,0.289
8988,19-07-2025,Smartphone,Electronics,0.35,0.02,14,7,1,9,TRUE,Air,2517,Mushroom Pkg (Mycelium),1.94,2.202
8989,17-04-2025,Sneakers,Clothing,0.9,1.34,28,20,12,5,FALSE,Air,1351,Kraft Paper Mailer,1.54,4.526
8990,13-02-2025,Smart Watch,Electronics,0.2,0.01,5,5,1,6,TRUE,Air,2060,Honeycomb Paper,1.28,1.03
8991,09-07-2025,55-Inch TV,Electronics,20.69,5.8,115,63,4,10,TRUE,Road,1755,Mushroom Pkg (Mycelium),10.28,18.155
8992,06-12-2025,Office Chair,Furniture,13.44,29.74,54,54,51,5,FALSE,Road,902,Wood Crate,12.9,13.413
8993,27-07-2025,Winter Jacket,Clothing,1.34,3.11,48,36,9,2,TRUE,Road,690,Kraft Paper Mailer,1.64,1.073
8994,02-06-2025,Office Chair,Furniture,13.84,30.74,56,61,45,4,FALSE,Road,1836,Wood Crate,13.1,28.219
8995,17-03-2025,55-Inch TV,Electronics,22.22,7.36,115,64,5,10,TRUE,Road,1647,Mushroom Pkg (Mycelium),10.89,18.298
8996,14-03-2025,Sneakers,Clothing,1.11,1.3,30,18,12,3,FALSE,Road,159,Kraft Paper Mailer,1.12,0.103
8997,17-03-2025,55-Inch TV,Electronics,21.8,7.45,108,69,5,9,TRUE,Road,1335,Mushroom Pkg (Mycelium),10.52,14.552
8998,23-08-2025,Smartphone,Electronics,0.37,0,14,7,0,6,TRUE,Road,72,Honeycomb Paper,1.35,0.013
8999,18-07-2025,Laptop,Electronics,2.41,0.24,31,19,2,9,TRUE,Air,1306,Mushroom Pkg (Mycelium),2.76,7.869
9000,16-08-2025,Shampoo,Beauty,0.5,0.26,20,8,8,4,TRUE,Air,1759,PLA Bioplastic,1,2.199
9001,03-06-2025,Sofa (Sectional),Furniture,52.38,308.13,199,98,79,7,FALSE,Road,418,Wood Crate,124.65,64.399
9002,08-08-2025,Perfume Bottle,Beauty,0.31,0.03,9,4,4,9,TRUE,Air,1117,Mushroom Pkg (Mycelium),1.92,0.866
9003,14-08-2025,Ceramic Vase,Home Decor,1.82,1.22,14,14,31,9,FALSE,Air,1916,Mushroom Pkg (Mycelium),2.53,8.718
9004,30-01-2025,Laptop,Electronics,2.3,0.21,29,18,2,9,TRUE,Air,1438,Cornstarch Foam,2.72,8.268
9005,20-02-2025,Perfume Bottle,Beauty,0.26,0.04,9,4,5,10,TRUE,Air,2718,Recycled PET Box,2.1,1.767
9006,18-12-2025,55-Inch TV,Electronics,21.77,5.58,109,64,4,10,TRUE,Road,2310,Mushroom Pkg (Mycelium),10.71,25.144
9007,26-04-2025,Winter Jacket,Clothing,1.09,4.16,52,40,10,2,TRUE,Road,235,Kraft Paper Mailer,2.06,0.489
9008,08-12-2025,Sofa (Sectional),Furniture,53.58,242.06,180,82,82,5,FALSE,Road,2410,Wood Crate,97.82,291.682
9009,06-02-2025,Winter Jacket,Clothing,1.51,4.08,51,40,10,3,TRUE,Air,2451,Kraft Paper Mailer,2.23,25
9010,31-07-2025,Laptop,Electronics,2.05,0.12,29,20,1,8,TRUE,Road,650,Mushroom Pkg (Mycelium),2.42,0.666
9011,29-04-2025,Perfume Bottle,Beauty,0.38,0.05,10,5,5,9,TRUE,Air,836,Mushroom Pkg (Mycelium),1.95,0.794
9012,13-03-2025,Ceramic Vase,Home Decor,1.56,1.17,13,15,30,9,FALSE,Air,2266,Mushroom Pkg (Mycelium),2.42,8.837
9013,13-12-2025,Glass Table,Furniture,14.68,4.61,93,62,4,10,FALSE,Road,1814,Mushroom Pkg (Mycelium),7.87,13.315
9014,08-05-2025,Ceramic Vase,Home Decor,1.13,1.22,15,14,29,10,FALSE,Air,1079,Mushroom Pkg (Mycelium),2.49,3.291
9015,21-07-2025,Laptop,Electronics,1.75,0.24,32,19,2,8,TRUE,Road,461,Mushroom Pkg (Mycelium),2.3,0.403
9016,05-12-2025,Laptop,Electronics,1.96,0.21,27,19,2,9,TRUE,Air,1252,Mushroom Pkg (Mycelium),2.58,6.135
9017,16-06-2025,Ceramic Vase,Home Decor,2.86,1.06,14,14,27,10,FALSE,Air,2396,Mushroom Pkg (Mycelium),3.14,17.131
9018,11-04-2025,Sneakers,Clothing,0.82,1.28,29,20,11,3,FALSE,Road,465,Kraft Paper Mailer,1.11,0.298
9019,19-07-2025,Glass Table,Furniture,16.85,5.7,95,60,5,9,FALSE,Road,476,Mushroom Pkg (Mycelium),8.54,4.01
9020,23-05-2025,Perfume Bottle,Beauty,0.24,0.04,10,4,5,9,TRUE,Air,1087,Mushroom Pkg (Mycelium),1.9,0.652
9021,21-10-2025,Sneakers,Clothing,1.11,1.28,32,20,10,5,FALSE,Air,2896,Kraft Paper Mailer,1.51,9.267
9022,02-02-2025,Winter Jacket,Clothing,1.84,3.62,49,41,9,3,TRUE,Road,230,Kraft Paper Mailer,2.05,0.416
9023,30-07-2025,Sofa (Sectional),Furniture,68.99,345.51,216,93,86,5,FALSE,Road,750,Wood Crate,139.2,129.566
9024,17-06-2025,Smart Watch,Electronics,0.1,0.01,5,5,1,4,TRUE,Road,419,Corrugated Cardboard,0.84,0.021
9025,23-11-2025,Sofa (Sectional),Furniture,55.79,238.31,194,83,74,5,FALSE,Road,1235,Wood Crate,96.32,147.156
9026,15-02-2025,Shampoo,Beauty,0.75,0.18,18,7,7,3,TRUE,Road,53,PLA Bioplastic,0.9,0.02
9027,16-01-2025,T-Shirt,Clothing,0.18,0.18,22,20,2,1,FALSE,Air,2586,Kraft Paper Mailer,0.27,1.164
9028,01-08-2025,Shampoo,Beauty,0.67,0.24,21,8,7,4,TRUE,Air,819,PLA Bioplastic,1.07,1.372
9029,29-12-2025,Sofa (Sectional),Furniture,66.67,244.72,189,83,78,5,FALSE,Road,63,Kraft Paper Mailer,98.89,7.709
9030,12-08-2025,Shampoo,Beauty,0.96,0.24,21,8,7,3,TRUE,Air,1978,PLA Bioplastic,0.98,4.747
9031,30-08-2025,T-Shirt,Clothing,0.3,0.11,27,20,1,1,FALSE,Air,2244,Wood Crate,0.32,1.683
9032,18-03-2025,Smart Watch,Electronics,0.18,0,5,5,0,6,TRUE,Air,2126,Honeycomb Paper,1.27,0.957
9033,24-11-2025,Laptop,Electronics,2.4,0.22,30,18,2,8,TRUE,Air,1106,Mushroom Pkg (Mycelium),2.56,6.636
9034,21-11-2025,Shampoo,Beauty,0.63,0.24,21,8,7,3,TRUE,Air,903,PLA Bioplastic,0.85,1.422
9035,09-07-2025,T-Shirt,Clothing,0.25,0.1,27,19,1,1,FALSE,Air,2917,Kraft Paper Mailer,0.3,1.823
9036,13-03-2025,Shampoo,Beauty,0.58,0.24,21,8,7,5,TRUE,Road,506,PLA Bioplastic,1.23,0.147
9037,19-04-2025,T-Shirt,Clothing,0.19,0.19,26,18,2,2,FALSE,Road,642,Kraft Paper Mailer,0.48,0.061
9038,10-05-2025,Perfume Bottle,Beauty,0.49,0.04,9,4,5,10,TRUE,Air,2882,Mushroom Pkg (Mycelium),2.2,3.53
9039,02-11-2025,Winter Jacket,Clothing,1.08,3.87,45,43,10,3,TRUE,Air,878,Kraft Paper Mailer,2.15,8.495
9040,27-05-2025,Winter Jacket,Clothing,1.7,4.47,52,43,10,4,TRUE,Road,772,Kraft Paper Mailer,2.59,1.725
9041,11-02-2025,55-Inch TV,Electronics,19.59,8.57,126,68,5,10,TRUE,Road,2676,Styrofoam (EPS),9.84,26.211
9042,28-09-2025,T-Shirt,Clothing,0.22,0.16,22,18,2,2,FALSE,Air,890,Kraft Paper Mailer,0.49,0.489
9043,01-08-2025,55-Inch TV,Electronics,20.34,6.12,116,66,4,10,TRUE,Road,1596,Mushroom Pkg (Mycelium),10.14,16.231
9044,24-05-2025,Ceramic Vase,Home Decor,1.83,1.3,15,16,27,9,FALSE,Air,2410,Mushroom Pkg (Mycelium),2.53,11.026
9045,29-05-2025,Sofa (Sectional),Furniture,61.93,243.65,188,90,72,7,FALSE,Road,2765,Wood Crate,98.86,336.846
9046,30-04-2025,55-Inch TV,Electronics,21.89,6.75,124,68,4,9,TRUE,Road,176,Mushroom Pkg (Mycelium),10.56,1.926
9047,25-11-2025,Smartphone,Electronics,0.28,0,13,7,0,9,TRUE,Air,2219,Mushroom Pkg (Mycelium),1.91,1.553
9048,13-08-2025,Glass Table,Furniture,14.37,4.68,96,61,4,10,FALSE,Road,619,Mushroom Pkg (Mycelium),7.75,4.448
9049,03-12-2025,Glass Table,Furniture,17.53,5.7,95,60,5,9,FALSE,Road,2443,Mushroom Pkg (Mycelium),8.81,21.413
9050,06-06-2025,Smartphone,Electronics,0.39,0.02,15,6,1,8,TRUE,Road,209,Mushroom Pkg (Mycelium),1.76,0.041
9051,21-06-2025,Office Chair,Furniture,13.06,34.27,60,56,51,4,FALSE,Road,776,Wood Crate,14.51,13.297
9052,03-10-2025,Winter Jacket,Clothing,1.68,3.82,53,36,10,4,TRUE,Road,442,Kraft Paper Mailer,2.33,0.844
9053,22-08-2025,Glass Table,Furniture,15.1,4.44,101,55,4,10,FALSE,Road,1638,Styrofoam (EPS),8.04,12.367
9054,25-03-2025,Ceramic Vase,Home Decor,2.06,1.43,16,14,32,9,FALSE,Road,697,Mushroom Pkg (Mycelium),2.62,0.718
9055,20-04-2025,Glass Table,Furniture,14.45,6.37,98,65,5,9,FALSE,Road,286,Mushroom Pkg (Mycelium),7.58,2.066
9056,02-10-2025,Laptop,Electronics,2.11,0.12,29,21,1,9,TRUE,Air,2921,Mushroom Pkg (Mycelium),2.64,15.408
9057,01-05-2025,T-Shirt,Clothing,0.24,0.17,24,18,2,2,FALSE,Air,1428,Kraft Paper Mailer,0.5,0.857
9058,26-10-2025,Shampoo,Beauty,0.52,0.19,19,7,7,4,TRUE,Air,1535,PLA Bioplastic,1.01,1.996
9059,16-06-2025,Sneakers,Clothing,0.96,1.2,30,20,10,3,FALSE,Road,786,Kraft Paper Mailer,1.08,0.472
9060,30-09-2025,55-Inch TV,Electronics,15.9,7.56,108,70,5,10,TRUE,Road,2014,Mushroom Pkg (Mycelium),8.36,16.011
9061,19-06-2025,Sofa (Sectional),Furniture,66.48,235.71,194,81,75,7,FALSE,Road,2661,Wood Crate,95.68,313.612
9062,03-06-2025,55-Inch TV,Electronics,23.01,6.25,110,71,4,9,TRUE,Road,2492,Mushroom Pkg (Mycelium),11,28.67
9063,24-02-2025,Office Chair,Furniture,10.63,35.56,61,55,53,6,FALSE,Road,1729,Wood Crate,15.42,30.742
9064,11-09-2025,Office Chair,Furniture,10.27,42.16,64,61,54,4,FALSE,Road,1803,Wood Crate,17.66,38.007
9065,15-11-2025,Sneakers,Clothing,1.15,1.17,27,18,12,5,FALSE,Air,1077,Styrofoam (EPS),1.47,3.15
9066,24-12-2025,Glass Table,Furniture,12.18,6.1,109,56,5,10,FALSE,Road,1385,Mushroom Pkg (Mycelium),6.87,8.435
9067,07-08-2025,Glass Table,Furniture,17.59,4.53,96,59,4,10,FALSE,Road,577,Mushroom Pkg (Mycelium),9.04,5.075
9068,12-11-2025,T-Shirt,Clothing,0.2,0.09,24,19,1,2,FALSE,Road,339,Kraft Paper Mailer,0.48,0.034
9069,06-05-2025,Smart Watch,Electronics,0.11,0,4,4,1,6,TRUE,Air,1539,Honeycomb Paper,1.24,0.423
9070,26-02-2025,Smart Watch,Electronics,0.17,0,4,5,1,4,TRUE,Air,889,Corrugated Cardboard,0.87,0.378
9071,14-02-2025,Sofa (Sectional),Furniture,51.51,269.57,180,96,78,5,FALSE,Road,785,Wood Crate,108.83,105.806
9072,07-12-2025,Smart Watch,Electronics,0.2,0,4,5,1,6,TRUE,Air,2428,Honeycomb Paper,1.28,1.214
9073,15-08-2025,Ceramic Vase,Home Decor,1.04,1.06,13,14,29,10,FALSE,Air,1273,Mushroom Pkg (Mycelium),2.42,3.373
9074,02-04-2025,T-Shirt,Clothing,0.22,0.18,25,18,2,2,FALSE,Air,1428,Kraft Paper Mailer,0.49,0.785
9075,17-08-2025,Perfume Bottle,Beauty,0.32,0.03,10,4,4,9,TRUE,Air,2852,Mushroom Pkg (Mycelium),1.93,2.282
9076,21-09-2025,Perfume Bottle,Beauty,0.23,0.03,9,4,4,10,TRUE,Air,1104,Mushroom Pkg (Mycelium),2.09,0.635
9077,11-02-2025,Sofa (Sectional),Furniture,49.82,267.72,192,84,83,5,FALSE,Road,2641,Wood Crate,108.09,353.524
9078,14-07-2025,Perfume Bottle,Beauty,0.4,0.04,9,5,5,9,TRUE,Air,2785,Bubble Wrap (LDPE),1.96,2.785
9079,28-11-2025,Office Chair,Furniture,11.26,36.48,61,65,46,6,FALSE,Road,656,Wood Crate,15.79,11.965
9080,05-11-2025,Laptop,Electronics,1.6,0.24,30,20,2,7,TRUE,Road,235,Honeycomb Paper,2.04,0.188
9081,26-11-2025,Smartphone,Electronics,0.37,0.02,15,6,1,6,TRUE,Air,1242,Honeycomb Paper,1.35,1.149
9082,31-05-2025,Ceramic Vase,Home Decor,1.82,1.4,15,15,31,9,FALSE,Air,2495,Mushroom Pkg (Mycelium),2.53,11.352
9083,16-01-2025,Office Chair,Furniture,12.86,41.5,61,63,54,5,FALSE,Road,1316,Wood Crate,17.6,27.307
9084,31-03-2025,55-Inch TV,Electronics,18.78,6.57,114,72,4,10,TRUE,Road,565,Mushroom Pkg (Mycelium),9.51,5.305
9085,24-04-2025,Perfume Bottle,Beauty,0.28,0.04,9,4,5,9,TRUE,Air,2786,Mushroom Pkg (Mycelium),1.91,1.95
9086,25-01-2025,55-Inch TV,Electronics,17.78,6.6,113,73,4,10,TRUE,Road,311,Mushroom Pkg (Mycelium),9.11,2.765
9087,02-01-2025,Office Chair,Furniture,11.68,33.33,62,56,48,6,FALSE,Road,2325,Wood Crate,14.53,38.746
9088,01-07-2025,Glass Table,Furniture,15.71,4.27,97,55,4,10,FALSE,Road,386,Mushroom Pkg (Mycelium),8.28,3.032
9089,01-01-2026,Sneakers,Clothing,1.07,1.17,28,19,11,5,FALSE,Air,1049,Kraft Paper Mailer,1.47,3.068
9090,31-01-2025,Glass Table,Furniture,15.81,4.57,102,56,4,9,FALSE,Road,2883,Mushroom Pkg (Mycelium),8.12,22.79
9091,12-09-2025,Shampoo,Beauty,0.79,0.23,18,8,8,3,TRUE,Air,1183,PLA Bioplastic,0.92,2.336
9092,17-09-2025,Sofa (Sectional),Furniture,43.63,268.14,218,82,75,6,FALSE,Road,1705,Wood Crate,108.46,228.589
9093,25-02-2025,Laptop,Electronics,2.49,0.26,32,20,2,8,TRUE,Road,272,Mushroom Pkg (Mycelium),2.6,0.339
9094,12-08-2025,55-Inch TV,Electronics,20.79,6.14,118,65,4,9,TRUE,Road,1206,Mushroom Pkg (Mycelium),10.12,12.536
9095,08-12-2025,Smart Watch,Electronics,0.17,0,5,4,1,5,TRUE,Road,531,Honeycomb Paper,1.07,0.045
9096,19-05-2025,Smartphone,Electronics,0.32,0,14,6,0,9,TRUE,Road,479,Mushroom Pkg (Mycelium),1.93,0.077
9097,12-04-2025,Office Chair,Furniture,14.41,35.03,65,55,49,6,FALSE,Road,2564,Wood Crate,15.21,44.908
9098,06-02-2025,Smart Watch,Electronics,0.18,0,4,5,0,5,TRUE,Air,2263,Honeycomb Paper,1.07,1.018
9099,19-10-2025,T-Shirt,Clothing,0.28,0.1,23,21,1,1,FALSE,Air,2109,Kraft Paper Mailer,0.31,1.476
9100,09-05-2025,Office Chair,Furniture,10.16,38.35,59,65,50,6,FALSE,Road,1423,Wood Crate,16.54,27.286
9101,09-09-2025,Smart Watch,Electronics,0.11,0,4,5,0,6,TRUE,Air,1275,Honeycomb Paper,1.24,0.351
9102,30-04-2025,55-Inch TV,Electronics,21.68,7.88,108,73,5,9,TRUE,Road,326,Mushroom Pkg (Mycelium),10.47,3.534
9103,29-04-2025,Winter Jacket,Clothing,1.49,4.18,54,43,9,4,TRUE,Air,2035,Kraft Paper Mailer,2.47,21.266
9104,18-05-2025,Sofa (Sectional),Furniture,45.69,281.59,202,85,82,5,FALSE,Road,1041,Wood Crate,113.64,146.568
9105,04-11-2025,Office Chair,Furniture,14.93,29.37,57,56,46,6,FALSE,Road,2413,Wood Crate,12.95,35.435
9106,25-10-2025,Ceramic Vase,Home Decor,1.84,1.43,16,16,28,9,FALSE,Air,1579,Mushroom Pkg (Mycelium),2.54,7.263
