Order_ID,Date,Item_Name,Category,Weight_kg,Volumetric_Weight_kg,L_cm,W_cm,H_cm,Fragility,Moisture_Sens,Shipping_Mode,Distance_km,Packaging_Used,Cost_USD,CO2_Emission_kg,Product_Volume_m3,Material_Name,Material_Density,Cost_per_kg,Material_CO2_Factor
9269,2025-11-08,Sofa (Sectional),Furniture,69.14,286.96,194,86,86.0,5,False,Road,2991,Wood Crate,115.78,429.149,1.434824,Lightweight Plywood,515,2.23,0.535
9270,2025-03-11,Winter Jacket,Clothing,1.76,4.03,53,38,10.0,4,True,Air,2653,Kraft Paper Mailer,2.41,26.729,0.02014,Single-Ply Kraft Paper,742,0.91,0.742
9271,2025-05-03,Ceramic Vase,Home Decor,2.7,1.44,15,15,32.0,10,False,Air,1035,Mushroom Pkg (Mycelium),3.08,6.986,0.0072,Food-Grade Mushroom Mycelium,146,5.1,0.486
9272,2025-10-19,55-Inch TV,Electronics,21.13,8.38,131,64,5.0,9,True,Road,2858,Mushroom Pkg (Mycelium),10.25,30.195,0.04192,Food-Grade Mushroom Mycelium,146,5.1,0.486
9273,2025-05-21,Laptop,Electronics,1.88,0.24,29,21,2.0,9,True,Air,1783,Mushroom Pkg (Mycelium),2.55,8.38,0.001218,Food-Grade Mushroom Mycelium,146,5.1,0.486
9274,2025-09-22,Winter Jacket,Clothing,1.14,3.46,52,37,9.0,3,True,Air,2292,Kraft Paper Mailer,1.98,19.826,0.017316,Single-Ply Kraft Paper,742,0.91,0.742
9275,2025-09-08,Laptop,Electronics,1.57,0.11,31,18,1.0,8,True,Air,1884,Mushroom Pkg (Mycelium),2.23,7.395,0.000558,Food-Grade Mushroom Mycelium,146,5.1,0.486
9276,2025-01-25,Laptop,Electronics,2.44,0.24,32,19,2.0,9,True,Air,1504,Mushroom Pkg (Mycelium),2.78,9.174,0.001216,Food-Grade Mushroom Mycelium,146,5.1,0.486
9277,2025-12-23,Shampoo,Beauty,0.54,0.24,19,8,8.0,4,True,Air,2760,PLA Bioplastic,1.02,3.726,0.001216,Lightweight PET Plastic,1082,0.97,1.941
9278,2025-02-04,T-Shirt,Clothing,0.3,0.08,22,19,1.0,1,False,Air,2317,Kraft Paper Mailer,0.32,1.738,0.000418,Single-Ply Kraft Paper,742,0.91,0.742
9279,2025-02-28,T-Shirt,Clothing,0.27,0.09,23,20,1.0,2,False,Air,2968,Kraft Paper Mailer,0.51,2.003,0.00046,Single-Ply Kraft Paper,742,0.91,0.742
9280,2025-06-26,55-Inch TV,Electronics,24.05,9.35,123,76,5.0,10,True,Road,2093,Mushroom Pkg (Mycelium),11.62,25.168,0.04674,Food-Grade Mushroom Mycelium,146,5.1,0.486
9281,2025-12-14,55-Inch TV,Electronics,16.38,7.56,108,70,5.0,10,True,Road,1887,Mushroom Pkg (Mycelium),8.55,15.455,0.0378,Food-Grade Mushroom Mycelium,146,5.1,0.486
9282,2025-07-01,Smart Watch,Electronics,0.16,0.0,4,4,1.7302913453299058,4,True,Air,2850,Wood Crate,0.86,1.14,2.7684661525278493e-05,Lightweight Plywood,515,2.23,0.535
9283,2025-05-28,Office Chair,Furniture,10.11,32.66,54,63,48.0,4,False,Road,2401,Wood Crate,13.86,39.208,0.163296,Lightweight Plywood,515,2.23,0.535
9284,2025-02-09,55-Inch TV,Electronics,18.76,5.8,115,63,4.0,10,True,Road,1651,Mushroom Pkg (Mycelium),9.5,15.486,0.02898,Food-Grade Mushroom Mycelium,146,5.1,0.486
9285,2025-03-22,Winter Jacket,Clothing,1.53,4.21,54,39,10.0,2,True,Road,566,Kraft Paper Mailer,2.08,1.191,0.02106,Single-Ply Kraft Paper,742,0.91,0.742
9286,2025-02-27,Smart Watch,Electronics,0.19,0.0,5,5,1.7302913453299058,6,True,Air,1799,Honeycomb Paper,1.28,0.855,4.325728363324764e-05,Single-Ply Kraft Paper,742,0.91,0.742
9287,2025-03-16,Office Chair,Furniture,10.66,32.46,63,56,46.0,5,False,Road,963,Wood Crate,13.98,15.629,0.162288,Lightweight Plywood,515,2.23,0.535
9288,2025-08-12,Sneakers,Clothing,1.07,1.41,31,19,12.0,4,False,Road,633,Kraft Paper Mailer,1.36,0.446,0.007068,Single-Ply Kraft Paper,742,0.91,0.742
9289,2025-10-12,Sofa (Sectional),Furniture,60.89,345.61,214,95,85.0,6,False,Road,1215,Wood Crate,139.44,209.958,1.72805,Lightweight Plywood,515,2.23,0.535
9290,2025-05-14,Sneakers,Clothing,1.2,1.23,31,18,11.0,5,False,Road,540,Kraft Paper Mailer,1.49,0.332,0.006138,Single-Ply Kraft Paper,742,0.91,0.742
9291,2025-12-12,Winter Jacket,Clothing,1.59,3.3,47,39,9.0,2,True,Air,882,Kraft Paper Mailer,1.72,7.277,0.016497,Single-Ply Kraft Paper,742,0.91,0.742
9292,2025-02-15,Laptop,Electronics,1.95,0.11,31,18,1.0,7,True,Road,528,Honeycomb Paper,2.18,0.515,0.000558,Single-Ply Kraft Paper,742,0.91,0.742
9293,2025-08-14,Sneakers,Clothing,0.85,1.32,29,19,12.0,4,False,Road,352,Kraft Paper Mailer,1.33,0.232,0.006612,Single-Ply Kraft Paper,742,0.91,0.742
9294,2025-04-09,55-Inch TV,Electronics,23.03,5.54,110,63,4.0,9,True,Road,505,Mushroom Pkg (Mycelium),11.01,5.815,0.02772,Food-Grade Mushroom Mycelium,146,5.1,0.486
9295,2025-12-20,T-Shirt,Clothing,0.19,0.21,27,19,2.0,1,False,Road,558,Kraft Paper Mailer,0.28,0.059,0.001026,Single-Ply Kraft Paper,742,0.91,0.742
9296,2025-04-10,Smart Watch,Electronics,0.14,0.0,5,5,1.7302913453299058,5,True,Air,2528,Honeycomb Paper,1.06,0.885,4.325728363324764e-05,Single-Ply Kraft Paper,742,0.91,0.742
9297,2025-01-19,Sneakers,Clothing,0.9,1.51,30,21,12.0,4,False,Air,1226,Kraft Paper Mailer,1.4,4.628,0.00756,Single-Ply Kraft Paper,742,0.91,0.742
9298,2025-07-15,Perfume Bottle,Beauty,0.32,0.05,10,5,5.0,8,True,Air,1973,Mushroom Pkg (Mycelium),1.73,1.578,0.00025,Food-Grade Mushroom Mycelium,146,5.1,0.486
9299,2025-08-23,Smartphone,Electronics,0.33,0.0,15,7,1.7302913453299058,6,True,Road,794,Honeycomb Paper,1.33,0.131,0.0001816805912596401,Single-Ply Kraft Paper,742,0.91,0.742
9300,2025-10-12,Ceramic Vase,Home Decor,2.35,1.22,14,14,31.0,10,False,Air,2388,Mushroom Pkg (Mycelium),2.94,14.03,0.006076,Food-Grade Mushroom Mycelium,146,5.1,0.486
9301,2025-04-27,Smart Watch,Electronics,0.1,0.0,5,4,1.0,6,True,Air,2950,Cornstarch Foam,1.24,0.737,2e-05,Double-Wall Cornstarch Foam,61,3.25,1.708
9302,2025-04-13,Perfume Bottle,Beauty,0.26,0.04,9,5,5.0,8,True,Air,2970,Mushroom Pkg (Mycelium),1.7,1.931,0.000225,Food-Grade Mushroom Mycelium,146,5.1,0.486
9303,2025-10-26,Perfume Bottle,Beauty,0.45,0.03,10,4,4.0,8,True,Road,382,Mushroom Pkg (Mycelium),1.78,0.086,0.00016,Food-Grade Mushroom Mycelium,146,5.1,0.486
9304,2025-11-13,Shampoo,Beauty,0.66,0.24,19,8,8.0,4,True,Road,379,PLA Bioplastic,1.06,0.125,0.001216,Lightweight PET Plastic,1082,0.97,1.941
9305,2025-05-01,T-Shirt,Clothing,0.17,0.1,24,21,1.0,2,False,Air,2407,Kraft Paper Mailer,0.47,1.023,0.000504,Single-Ply Kraft Paper,742,0.91,0.742
9306,2025-03-24,Perfume Bottle,Beauty,0.29,0.04,9,4,5.0,9,True,Road,86,Mushroom Pkg (Mycelium),1.92,0.012,0.00018,Food-Grade Mushroom Mycelium,146,5.1,0.486
9307,2025-12-26,Smart Watch,Electronics,0.17,0.0,4,5,1.7302913453299058,5,True,Road,374,Honeycomb Paper,1.07,0.032,3.460582690659812e-05,Single-Ply Kraft Paper,742,0.91,0.742
9308,2025-09-07,Shampoo,Beauty,0.8,0.24,19,8,8.0,3,True,Road,777,PLA Bioplastic,0.92,0.311,0.001216,Lightweight PET Plastic,1082,0.97,1.941
9309,2025-11-10,Sofa (Sectional),Furniture,68.91,331.78,216,96,80.0,6,False,Road,2049,Wood Crate,133.91,339.909,1.65888,Lightweight Plywood,515,2.23,0.535
9310,2025-06-04,Smart Watch,Electronics,0.14,0.01,5,5,1.0,5,True,Air,1720,Honeycomb Paper,1.06,0.602,2.5e-05,Single-Ply Kraft Paper,742,0.91,0.742
9311,2025-06-08,T-Shirt,Clothing,0.21,0.17,22,19,2.0,2,False,Road,533,Kraft Paper Mailer,0.48,0.056,0.000836,Single-Ply Kraft Paper,742,0.91,0.742
9312,2025-01-07,Smart Watch,Electronics,0.15,0.0,4,5,1.7302913453299058,6,True,Air,1089,Honeycomb Paper,1.26,0.408,3.460582690659812e-05,Single-Ply Kraft Paper,742,0.91,0.742
9313,2025-04-05,Ceramic Vase,Home Decor,2.81,1.02,13,14,28.0,10,False,Air,1730,Mushroom Pkg (Mycelium),3.12,12.153,0.005096,Food-Grade Mushroom Mycelium,146,5.1,0.486
9314,2025-01-20,Laptop,Electronics,2.0,0.13,30,21,1.0,8,True,Road,246,Mushroom Pkg (Mycelium),2.4,0.246,0.00063,Food-Grade Mushroom Mycelium,146,5.1,0.486
9315,2025-12-19,Glass Table,Furniture,16.98,4.98,102,61,4.0,9,False,Road,308,Mushroom Pkg (Mycelium),8.59,2.615,0.024888,Food-Grade Mushroom Mycelium,146,5.1,0.486
9316,2025-04-25,Smart Watch,Electronics,0.16,0.0,4,5,1.7302913453299058,4,True,Air,2199,Corrugated Cardboard,0.86,0.88,3.460582690659812e-05,Industrial-Grade Corrugated Cardboard,688,0.92,1.031
9317,2025-11-02,Sneakers,Clothing,0.92,1.06,28,19,10.0,5,False,Air,2119,Kraft Paper Mailer,1.42,5.615,0.00532,Single-Ply Kraft Paper,742,0.91,0.742
9318,2025-02-28,Sneakers,Clothing,0.92,1.54,32,20,12.0,3,False,Air,2086,Kraft Paper Mailer,1.22,8.031,0.00768,Single-Ply Kraft Paper,742,0.91,0.742
9319,2025-07-31,Sneakers,Clothing,1.01,1.46,32,19,12.0,3,False,Air,1244,Recycled PET Box,1.18,4.541,0.007296,Lightweight PET Plastic,1082,0.97,1.941
9320,2025-07-04,Laptop,Electronics,2.16,0.12,32,18,1.0,8,True,Air,915,Mushroom Pkg (Mycelium),2.46,4.941,0.000576,Food-Grade Mushroom Mycelium,146,5.1,0.486
9321,2025-02-28,Perfume Bottle,Beauty,0.23,0.03,10,4,4.0,8,True,Air,2649,Mushroom Pkg (Mycelium),1.69,1.523,0.00016,Food-Grade Mushroom Mycelium,146,5.1,0.486
9322,2025-12-03,Laptop,Electronics,2.35,0.2,28,18,2.0,7,True,Road,635,Honeycomb Paper,2.34,0.746,0.001008,Single-Ply Kraft Paper,742,0.91,0.742
9323,2025-10-22,Glass Table,Furniture,17.62,6.98,109,64,5.0,9,False,Road,1997,Mushroom Pkg (Mycelium),8.85,17.594,0.03488,Food-Grade Mushroom Mycelium,146,5.1,0.486
9324,2025-12-29,Winter Jacket,Clothing,1.68,4.12,49,42,10.0,3,True,Air,850,Kraft Paper Mailer,2.25,8.755,0.02058,Single-Ply Kraft Paper,742,0.91,0.742
9325,2025-02-26,Smartphone,Electronics,0.37,0.02,16,7,1.0,9,True,Road,756,Mushroom Pkg (Mycelium),1.95,0.14,0.000112,Food-Grade Mushroom Mycelium,146,5.1,0.486
9326,2025-01-02,Shampoo,Beauty,0.58,0.21,21,7,7.0,3,True,Air,2147,PLA Bioplastic,0.83,3.113,0.001029,Lightweight PET Plastic,1082,0.97,1.941
9327,2025-12-03,Office Chair,Furniture,10.3,35.24,58,62,49.0,5,False,Road,1024,Wood Crate,15.1,18.043,0.176204,Lightweight Plywood,515,2.23,0.535
9328,2025-11-06,55-Inch TV,Electronics,21.75,6.47,119,68,4.0,9,True,Road,172,Mushroom Pkg (Mycelium),10.5,1.871,0.032368,Food-Grade Mushroom Mycelium,146,5.1,0.486
9329,2025-08-28,Laptop,Electronics,1.82,0.13,32,20,1.0,8,True,Air,2494,Mushroom Pkg (Mycelium),2.33,11.348,0.00064,Food-Grade Mushroom Mycelium,146,5.1,0.486
9330,2025-10-30,Smartphone,Electronics,0.29,0.0,13,6,1.7302913453299058,9,True,Air,1131,Mushroom Pkg (Mycelium),1.92,0.82,0.00013496272493573267,Food-Grade Mushroom Mycelium,146,5.1,0.486
9331,2025-03-14,Laptop,Electronics,2.43,0.21,29,18,2.0,7,True,Air,1762,Honeycomb Paper,2.37,10.704,0.001044,Single-Ply Kraft Paper,742,0.91,0.742
9332,2025-03-15,Ceramic Vase,Home Decor,2.12,1.35,15,15,30.0,10,False,Road,341,Mushroom Pkg (Mycelium),2.85,0.361,0.00675,Food-Grade Mushroom Mycelium,146,5.1,0.486
9333,2025-02-28,Winter Jacket,Clothing,1.26,3.59,46,39,10.0,2,True,Road,422,Kraft Paper Mailer,1.84,0.757,0.01794,Single-Ply Kraft Paper,742,0.91,0.742
9334,2025-07-09,Office Chair,Furniture,11.76,37.94,60,62,51.0,6,False,Road,1201,Wood Crate,16.38,22.783,0.18972,Lightweight Plywood,515,2.23,0.535
9335,2025-05-03,Smart Watch,Electronics,0.11,0.0,4,4,1.7302913453299058,5,True,Air,926,Honeycomb Paper,1.04,0.255,2.7684661525278493e-05,Single-Ply Kraft Paper,742,0.91,0.742
9336,2025-12-13,T-Shirt,Clothing,0.17,0.2,25,20,2.0,1,False,Air,1364,Kraft Paper Mailer,0.28,0.682,0.001,Single-Ply Kraft Paper,742,0.91,0.742
9337,2025-05-23,Smartphone,Electronics,0.36,0.0,15,7,1.7302913453299058,6,True,Air,1361,Honeycomb Paper,1.34,1.225,0.0001816805912596401,Single-Ply Kraft Paper,742,0.91,0.742
9338,2025-11-16,Smartphone,Electronics,0.33,0.02,14,6,1.0,6,True,Air,2663,Honeycomb Paper,1.33,2.197,8.4e-05,Single-Ply Kraft Paper,742,0.91,0.742
9339,2025-03-23,T-Shirt,Clothing,0.15,0.09,23,20,1.0,2,False,Road,624,Kraft Paper Mailer,0.46,0.047,0.00046,Single-Ply Kraft Paper,742,0.91,0.742
9340,2025-09-04,Sofa (Sectional),Furniture,75.75,274.03,217,82,77.0,6,False,Road,2853,Wood Crate,110.81,390.904,1.370138,Lightweight Plywood,515,2.23,0.535
9341,2025-10-24,Smartphone,Electronics,0.33,0.02,15,7,1.0,7,True,Air,929,Honeycomb Paper,1.53,0.766,0.000105,Single-Ply Kraft Paper,742,0.91,0.742
9342,2025-03-02,Laptop,Electronics,2.48,0.26,31,21,2.0,9,True,Air,1732,Mushroom Pkg (Mycelium),2.79,10.738,0.001302,Food-Grade Mushroom Mycelium,146,5.1,0.486
9343,2025-08-16,Glass Table,Furniture,14.77,6.21,97,64,5.0,10,False,Road,2628,Mushroom Pkg (Mycelium),7.91,19.408,0.03104,Food-Grade Mushroom Mycelium,146,5.1,0.486
9344,2025-10-07,Sneakers,Clothing,0.88,1.25,27,21,11.0,3,False,Air,1803,Kraft Paper Mailer,1.1,5.634,0.006237,Single-Ply Kraft Paper,742,0.91,0.742
9345,2025-08-03,Laptop,Electronics,2.3,0.24,30,20,2.0,8,True,Air,1144,Mushroom Pkg (Mycelium),2.52,6.578,0.0012,Food-Grade Mushroom Mycelium,146,5.1,0.486
9346,2025-08-14,Shampoo,Beauty,0.65,0.27,21,8,8.0,4,True,Road,600,PLA Bioplastic,1.06,0.195,0.001344,Lightweight PET Plastic,1082,0.97,1.941
9347,2025-08-13,Sneakers,Clothing,1.03,1.38,32,18,12.0,3,False,Road,701,Kraft Paper Mailer,1.15,0.484,0.006912,Single-Ply Kraft Paper,742,0.91,0.742
9348,2025-11-19,Laptop,Electronics,1.68,0.11,27,20,1.0,7,True,Air,1849,Honeycomb Paper,2.07,7.766,0.00054,Single-Ply Kraft Paper,742,0.91,0.742
9349,2025-10-22,Glass Table,Furniture,14.37,4.95,90,55,5.0,10,False,Road,2666,Mushroom Pkg (Mycelium),7.75,19.155,0.02475,Food-Grade Mushroom Mycelium,146,5.1,0.486
9350,2025-09-18,Shampoo,Beauty,0.84,0.26,20,8,8.0,5,True,Air,1031,PLA Bioplastic,1.34,2.165,0.00128,Lightweight PET Plastic,1082,0.97,1.941
9351,2025-08-21,Laptop,Electronics,1.67,0.25,31,20,2.0,8,True,Road,544,Mushroom Pkg (Mycelium),2.27,0.454,0.00124,Food-Grade Mushroom Mycelium,146,5.1,0.486
9352,2025-03-17,Sneakers,Clothing,0.86,1.21,29,19,11.0,3,False,Air,2954,Kraft Paper Mailer,1.08,8.936,0.006061,Single-Ply Kraft Paper,742,0.91,0.742
9353,2025-07-22,Smart Watch,Electronics,0.19,0.0,5,5,1.7302913453299058,5,True,Air,919,Honeycomb Paper,1.08,0.437,4.325728363324764e-05,Single-Ply Kraft Paper,742,0.91,0.742
9354,2025-02-01,Shampoo,Beauty,0.54,0.19,19,7,7.0,3,True,Air,2508,PLA Bioplastic,0.82,3.386,0.000931,Lightweight PET Plastic,1082,0.97,1.941
9355,2025-08-25,Smart Watch,Electronics,0.2,0.0,5,4,1.7302913453299058,6,True,Road,167,Honeycomb Paper,1.28,0.017,3.460582690659812e-05,Single-Ply Kraft Paper,742,0.91,0.742
9356,2025-09-12,Winter Jacket,Clothing,1.1,4.28,51,42,10.0,2,True,Road,297,Kraft Paper Mailer,2.11,0.636,0.02142,Single-Ply Kraft Paper,742,0.91,0.742
9357,2025-08-17,Perfume Bottle,Beauty,0.25,0.04,10,5,4.0,8,True,Air,1002,Mushroom Pkg (Mycelium),1.7,0.626,0.0002,Food-Grade Mushroom Mycelium,146,5.1,0.486
9358,2025-12-05,Glass Table,Furniture,14.31,6.59,103,64,5.0,9,False,Road,2367,Mushroom Pkg (Mycelium),7.52,16.936,0.03296,Food-Grade Mushroom Mycelium,146,5.1,0.486
9359,2025-12-15,Perfume Bottle,Beauty,0.33,0.04,9,4,5.0,10,True,Air,1755,Mushroom Pkg (Mycelium),2.13,1.448,0.00018,Food-Grade Mushroom Mycelium,146,5.1,0.486
9360,2025-11-07,Laptop,Electronics,2.21,0.22,27,20,2.0,7,True,Air,1498,Honeycomb Paper,2.28,8.276,0.00108,Single-Ply Kraft Paper,742,0.91,0.742
9361,2025-03-30,Laptop,Electronics,2.07,0.12,29,21,1.0,8,True,Road,636,Mushroom Pkg (Mycelium),2.43,0.658,0.000609,Food-Grade Mushroom Mycelium,146,5.1,0.486
9362,2025-12-10,Glass Table,Furniture,18.1,5.17,94,55,5.0,9,False,Road,214,Mushroom Pkg (Mycelium),9.04,1.937,0.02585,Food-Grade Mushroom Mycelium,146,5.1,0.486
9363,2025-09-24,Office Chair,Furniture,12.8,30.78,57,54,50.0,4,False,Road,1434,Wood Crate,13.11,22.069,0.1539,Lightweight Plywood,515,2.23,0.535
9364,2025-01-28,Winter Jacket,Clothing,1.19,3.51,45,39,10.0,2,True,Road,725,Kraft Paper Mailer,1.8,1.272,0.01755,Single-Ply Kraft Paper,742,0.91,0.742
9365,2025-09-02,Laptop,Electronics,2.35,0.12,31,19,1.0,8,True,Road,384,Mushroom Pkg (Mycelium),2.54,0.451,0.000589,Food-Grade Mushroom Mycelium,146,5.1,0.486
9366,2025-07-21,Winter Jacket,Clothing,1.21,3.53,49,36,10.0,4,True,Air,2415,Kraft Paper Mailer,2.21,21.312,0.01764,Single-Ply Kraft Paper,742,0.91,0.742
9367,2025-04-09,Ceramic Vase,Home Decor,2.11,1.26,15,15,28.0,9,False,Air,2316,Mushroom Pkg (Mycelium),2.64,12.217,0.0063,Food-Grade Mushroom Mycelium,146,5.1,0.486
9368,2025-11-18,Smartphone,Electronics,0.25,0.0,15,7,1.7302913453299058,8,True,Air,1177,Mushroom Pkg (Mycelium),1.7,0.736,0.0001816805912596401,Food-Grade Mushroom Mycelium,146,5.1,0.486
9369,2025-12-30,Shampoo,Beauty,0.72,0.24,21,7,8.0,3,True,Air,1937,PLA Bioplastic,0.89,3.487,0.001176,Lightweight PET Plastic,1082,0.97,1.941
9370,2025-03-07,Sofa (Sectional),Furniture,48.72,242.28,187,82,79.0,8,False,Road,1235,Wood Crate,98.51,149.608,1.211386,Lightweight Plywood,515,2.23,0.535
9371,2025-04-11,Ceramic Vase,Home Decor,1.75,1.3,14,15,31.0,9,False,Road,568,Bubble Wrap (LDPE),2.5,0.497,0.00651,Standard Bubble Wrap (LDPE),890,2.13,2.807
9372,2025-09-25,Winter Jacket,Clothing,1.16,3.89,54,40,9.0,3,True,Air,1970,Kraft Paper Mailer,2.16,19.158,0.01944,Single-Ply Kraft Paper,742,0.91,0.742
9373,2025-12-30,55-Inch TV,Electronics,23.13,6.05,108,70,4.0,10,True,Road,2894,Mushroom Pkg (Mycelium),11.25,33.469,0.03024,Food-Grade Mushroom Mycelium,146,5.1,0.486
9374,2025-08-17,Winter Jacket,Clothing,1.18,3.79,54,39,9.0,4,True,Road,51,Kraft Paper Mailer,2.32,0.097,0.018954,Single-Ply Kraft Paper,742,0.91,0.742
9375,2025-07-06,T-Shirt,Clothing,0.16,0.08,23,18,1.0,1,False,Road,143,Kraft Paper Mailer,0.26,0.011,0.000414,Single-Ply Kraft Paper,742,0.91,0.742
9376,2025-10-27,Office Chair,Furniture,13.59,38.1,63,63,48.0,4,False,Road,2245,Wood Crate,16.04,42.767,0.190512,Lightweight Plywood,515,2.23,0.535
9377,2025-04-21,Ceramic Vase,Home Decor,2.7,1.39,16,15,29.0,9,False,Air,2858,Mushroom Pkg (Mycelium),2.88,19.292,0.00696,Food-Grade Mushroom Mycelium,146,5.1,0.486
9378,2025-11-10,Shampoo,Beauty,0.73,0.24,21,8,7.0,5,True,Air,2813,PLA Bioplastic,1.29,5.134,0.001176,Lightweight PET Plastic,1082,0.97,1.941
9379,2025-07-27,T-Shirt,Clothing,0.22,0.18,24,19,2.0,2,False,Air,956,Kraft Paper Mailer,0.49,0.526,0.000912,Single-Ply Kraft Paper,742,0.91,0.742
9380,2025-01-17,Winter Jacket,Clothing,1.36,4.18,51,41,10.0,3,True,Air,2778,Kraft Paper Mailer,2.27,29.03,0.02091,Single-Ply Kraft Paper,742,0.91,0.742
9381,2025-04-03,Perfume Bottle,Beauty,0.3,0.04,10,5,4.0,10,True,Air,1562,Mushroom Pkg (Mycelium),2.12,1.171,0.0002,Food-Grade Mushroom Mycelium,146,5.1,0.486
9382,2025-02-20,Shampoo,Beauty,0.75,0.26,20,8,8.0,5,True,Air,1766,PLA Bioplastic,1.3,3.311,0.00128,Lightweight PET Plastic,1082,0.97,1.941
9383,2025-03-11,T-Shirt,Clothing,0.29,0.22,26,21,2.0,1,False,Air,1427,Kraft Paper Mailer,0.32,1.035,0.001092,Single-Ply Kraft Paper,742,0.91,0.742
9384,2025-05-04,Smart Watch,Electronics,0.13,0.0,4,4,1.0,4,True,Road,663,Corrugated Cardboard,0.85,0.043,1.6e-05,Industrial-Grade Corrugated Cardboard,688,0.92,1.031
9385,2025-07-09,Smart Watch,Electronics,0.2,0.0,4,4,1.7302913453299058,4,True,Air,962,Corrugated Cardboard,0.88,0.481,2.7684661525278493e-05,Industrial-Grade Corrugated Cardboard,688,0.92,1.031
9386,2025-06-14,T-Shirt,Clothing,0.22,0.22,26,21,2.0,2,False,Road,771,Kraft Paper Mailer,0.49,0.085,0.001092,Single-Ply Kraft Paper,742,0.91,0.742
9387,2025-03-29,Perfume Bottle,Beauty,0.43,0.04,10,4,5.0,8,True,Air,1025,Mushroom Pkg (Mycelium),1.77,1.102,0.0002,Food-Grade Mushroom Mycelium,146,5.1,0.486
9388,2025-10-26,T-Shirt,Clothing,0.16,0.17,22,19,2.0,1,False,Air,1764,Kraft Paper Mailer,0.27,0.75,0.000836,Single-Ply Kraft Paper,742,0.91,0.742
9389,2025-12-06,Office Chair,Furniture,10.72,33.64,58,58,50.0,6,False,Road,1207,Wood Crate,14.66,20.302,0.1682,Lightweight Plywood,515,2.23,0.535
9390,2025-06-26,Smart Watch,Electronics,0.2,0.0,5,5,1.7302913453299058,5,True,Air,2280,Honeycomb Paper,1.08,1.14,4.325728363324764e-05,Single-Ply Kraft Paper,742,0.91,0.742
9391,2025-02-15,T-Shirt,Clothing,0.26,0.19,25,19,2.0,2,False,Air,1050,Kraft Paper Mailer,0.5,0.683,0.00095,Single-Ply Kraft Paper,742,0.91,0.742
9392,2025-12-04,Smart Watch,Electronics,0.12,0.0,4,4,1.0,5,True,Road,769,Honeycomb Paper,1.05,0.046,1.6e-05,Single-Ply Kraft Paper,742,0.91,0.742
9393,2025-10-11,Winter Jacket,Clothing,1.39,3.69,45,41,10.0,2,True,Air,965,Kraft Paper Mailer,1.88,8.902,0.01845,Single-Ply Kraft Paper,742,0.91,0.742
9394,2025-04-20,Office Chair,Furniture,10.17,35.05,55,59,54.0,5,False,Road,2895,Wood Crate,15.02,50.735,0.17523,Lightweight Plywood,515,2.23,0.535
9395,2025-05-04,Smart Watch,Electronics,0.13,0.0,4,5,1.7302913453299058,5,True,Road,301,Honeycomb Paper,1.05,0.02,3.460582690659812e-05,Single-Ply Kraft Paper,742,0.91,0.742
9396,2025-06-10,Smartphone,Electronics,0.26,0.02,16,6,1.0,9,True,Air,2423,Mushroom Pkg (Mycelium),1.9,1.575,9.6e-05,Food-Grade Mushroom Mycelium,146,5.1,0.486
9397,2025-02-14,Perfume Bottle,Beauty,0.33,0.04,10,5,4.0,10,True,Air,2436,Mushroom Pkg (Mycelium),2.13,2.01,0.0002,Food-Grade Mushroom Mycelium,146,5.1,0.486
9398,2025-06-14,Smart Watch,Electronics,0.11,0.0,5,4,1.7302913453299058,6,True,Air,1908,Honeycomb Paper,1.24,0.525,3.460582690659812e-05,Single-Ply Kraft Paper,742,0.91,0.742
9399,2025-01-08,Glass Table,Furniture,18.01,5.43,97,56,5.0,10,False,Road,577,Mushroom Pkg (Mycelium),9.2,5.196,0.02716,Food-Grade Mushroom Mycelium,146,5.1,0.486
9400,2025-07-18,Laptop,Electronics,1.76,0.24,29,21,2.0,7,True,Air,1667,Honeycomb Paper,2.1,7.335,0.001218,Single-Ply Kraft Paper,742,0.91,0.742
9401,2025-06-07,Office Chair,Furniture,11.78,30.18,56,55,49.0,4,False,Road,472,Wood Crate,12.87,7.122,0.15092,Lightweight Plywood,515,2.23,0.535
9402,2025-11-29,Glass Table,Furniture,12.59,4.26,95,56,4.0,10,False,Road,1513,Mushroom Pkg (Mycelium),7.04,9.524,0.02128,Food-Grade Mushroom Mycelium,146,5.1,0.486
9403,2025-01-12,Winter Jacket,Clothing,1.91,4.2,50,42,10.0,2,True,Road,651,Kraft Paper Mailer,2.08,1.367,0.021,Single-Ply Kraft Paper,742,0.91,0.742
9404,2025-09-24,Shampoo,Beauty,0.57,0.26,20,8,8.0,4,True,Air,2665,PLA Bioplastic,1.03,3.798,0.00128,Lightweight PET Plastic,1082,0.97,1.941
9405,2025-02-01,Perfume Bottle,Beauty,0.33,0.04,9,5,4.0,9,True,Air,1811,Mushroom Pkg (Mycelium),1.93,1.494,0.00018,Food-Grade Mushroom Mycelium,146,5.1,0.486
9406,2025-09-25,Winter Jacket,Clothing,1.33,3.0,45,37,9.0,3,True,Air,1510,Recycled PET Box,1.8,11.325,0.014985,Lightweight PET Plastic,1082,0.97,1.941
9407,2025-12-04,Sneakers,Clothing,0.9,1.25,27,21,11.0,5,False,Air,2713,Kraft Paper Mailer,1.5,8.478,0.006237,Single-Ply Kraft Paper,742,0.91,0.742
