Record_ID,Main_Category,Subcategory,Packaging_Format,Primary_Material,Closure_Type,Barrier_Level,Product_Weight_kg,Packaging_Weight_kg,Pack_to_Product_Ratio,Shelf_Life_Days,Recyclability_Percentage,CO2_Emission_Packaging_kgCO2e,Biodegradability_Score_0_1,Breakage_Risk_0_1,Recycling_Label,Logistics_Region,End_of_Life_Score_0_1,Overall_Sustainability_Score_0_1
3221,Stationery,Notebook,Blister Pack,Aluminium,Zipper,Low,0.254,0.052,0.205,51,89,0.0451,0.184,0.025,Widely Recycled,Tier-2 City,0.846,0.693
3222,Healthcare OTC,Vitamins,Pouch,Paperboard,None,Ultra High,0.249,0.0424,0.171,369,75,0.052,0.839,0.034,Compostable,Urban Metro,0.913,0.861
3223,Cosmetics,Mascara,Tube,Rigid Plastic,Snap Fit,Medium,0.05,0.0091,0.182,195,25,0.0306,0.019,0.116,Widely Recycled,Rural,0.976,0.508
3224,Apparel & Fashion,Shoes,Tray,Corrugated Board,None,Medium,0.776,0.051,0.066,187,88,0.0656,0.907,0.035,Return to Store,Urban Metro,0.389,0.831
3225,Apparel & Fashion,Jeans,Bottle,Flexible Plastic,Pump,Low,0.698,0.1006,0.144,93,55,0.324,0.261,0.062,Widely Recycled,Tier-2 City,0.84,0.546
3226,Baby Products,Diapers,Bottle,Rigid Plastic,Flip Top,Ultra High,1.145,0.223,0.195,267,56,0.7359,0.219,0.051,Check Locally,Urban Metro,0.467,0.357
3227,Baby Products,Baby Wipes,Bottle,Glass,Pump,Medium,0.428,0.0736,0.172,153,70,0.11,0.137,0.229,Check Locally,Tier-1 City,0.652,0.582
3228,Personal Care,Skin Cream,Blister Pack,Aluminium,Zipper,Medium,0.077,0.0184,0.239,173,78,0.026,0.302,0.022,Check Locally,Urban Metro,0.595,0.669
3229,Pet Care,Pet Food,Carton,Corrugated Board,Zipper,Medium,2.236,0.1685,0.075,198,72,0.1179,0.798,0.103,Not Recycled,Tier-1 City,0.126,0.704
3230,Pet Care,Pet Shampoo,Tub,Bioplastic,Flip Top,Low,0.356,0.0724,0.203,85,91,0.0518,0.869,0.024,Compostable,Tier-2 City,0.731,0.883
3231,Electronics,Mobile Phone,Can,Paperboard,Snap Fit,Low,0.346,0.042,0.122,105,88,0.0594,0.72,0.062,Return to Store,Tier-1 City,0.291,0.763
3232,Baby Products,Baby Wipes,Tub,Glass,Flip Top,High,0.42,0.1354,0.323,316,96,0.1667,0.354,0.219,Compostable,Rural,0.773,0.713
3233,Baby Products,Baby Wipes,Sachet,Flexible Plastic,None,Medium,0.395,0.0977,0.247,222,78,0.2702,0.163,0.103,Return to Store,Urban Metro,0.176,0.49
3234,Baby Products,Diapers,Can,Paperboard,Pump,Ultra High,1.0,0.1217,0.122,429,84,0.1611,0.905,0.068,Check Locally,Tier-2 City,0.589,0.824
3235,Personal Care,Soap,Tube,Flexible Plastic,Pump,High,0.099,0.0107,0.107,123,31,0.0321,0.188,0.058,Check Locally,Urban Metro,0.402,0.487
3236,Healthcare OTC,Cold & Flu,Sachet,Glass,Heat Seal,Ultra High,0.05,0.0091,0.183,249,83,0.0041,0.247,0.131,Widely Recycled,Tier-1 City,0.762,0.696
3237,Pet Care,Pet Food,Pouch,Tinplate,Heat Seal,Low,1.705,0.4937,0.29,123,69,0.559,0.256,0.047,Check Locally,Tier-2 City,0.721,0.49
3238,Food & Beverage,Confectionery,Sachet,Glass,None,High,0.128,0.0368,0.288,199,91,0.0196,0.591,0.096,Return to Store,Tier-1 City,0.338,0.752
3239,Household Care,Dishwash,Can,Corrugated Board,Snap Fit,Medium,0.759,0.0564,0.074,171,79,0.0511,0.843,0.066,Return to Store,Rural,0.357,0.789
3240,Pet Care,Cat Litter,Box,Corrugated Board,Flip Top,Medium,4.795,0.3649,0.076,206,77,0.2159,0.895,0.124,Widely Recycled,Tier-2 City,0.782,0.816
3241,Personal Care,Skin Cream,Sachet,Glass,None,High,0.079,0.019,0.242,318,99,0.0255,0.503,0.222,Return to Store,Urban Metro,0.469,0.761
3242,Food & Beverage,Ready-to-Eat,Blister Pack,Tinplate,Flip Top,Medium,0.408,0.1247,0.306,245,74,0.1328,0.294,0.049,Widely Recycled,Urban Metro,0.855,0.664
3243,Cosmetics,Mascara,Box,Composite (Plastic+Paper),Screw Cap,Medium,0.05,0.0101,0.203,196,70,0.0216,0.226,0.065,Compostable,Tier-1 City,0.969,0.682
3244,Cosmetics,Lipstick,Sachet,Rigid Plastic,Heat Seal,Medium,0.05,0.011,0.22,67,55,0.0413,0.065,0.093,Not Recycled,Rural,0.287,0.488
3245,Food & Beverage,Dairy,Tub,Glass,Flip Top,Medium,0.488,0.1397,0.286,128,84,0.1899,0.518,0.185,Not Recycled,Tier-2 City,0.238,0.646
3246,Apparel & Fashion,Shoes,Carton,Composite (Plastic+Paper),Heat Seal,Medium,0.803,0.1847,0.23,270,31,0.4431,0.17,0.051,Check Locally,Tier-2 City,0.522,0.376
3247,Cosmetics,Lipstick,Box,Corrugated Board,Screw Cap,High,0.05,0.0064,0.128,320,88,0.006,0.836,0.021,Check Locally,Tier-1 City,0.457,0.839
3248,Electronics,Headphones,Tub,Flexible Plastic,Flip Top,Low,0.23,0.0352,0.153,100,57,0.0726,0.225,0.083,Compostable,Tier-1 City,0.759,0.603
3249,Food & Beverage,Snacks,Tub,Flexible Plastic,Flip Top,High,0.127,0.0301,0.236,276,75,0.0915,0.117,0.095,Not Recycled,Urban Metro,0.42,0.56
3250,Personal Care,Soap,Sachet,Flexible Plastic,Heat Seal,Medium,0.129,0.0138,0.107,206,67,0.0318,0.186,0.026,Not Recycled,Urban Metro,0.452,0.582
3251,Household Care,Floor Cleaner,Carton,Composite (Plastic+Paper),Heat Seal,High,1.285,0.2559,0.199,237,21,0.8759,0.148,0.088,Check Locally,Tier-2 City,0.711,0.242
3252,Pet Care,Pet Shampoo,Tube,Flexible Plastic,Zipper,Medium,0.481,0.0774,0.161,204,33,0.1992,0.114,0.057,Check Locally,Rural,0.717,0.466
3253,Healthcare OTC,Vitamins,Tray,Paperboard,Snap Fit,Ultra High,0.223,0.0123,0.055,404,95,0.0109,0.844,0.05,Check Locally,Urban Metro,0.465,0.86
3254,Apparel & Fashion,Jeans,Box,Paperboard,Zipper,High,0.799,0.0516,0.065,272,98,0.0372,0.958,0.104,Widely Recycled,Tier-1 City,0.769,0.937
3255,Baby Products,Baby Food,Blister Pack,Composite (Plastic+Paper),Screw Cap,Medium,0.226,0.0269,0.119,141,50,0.1012,0.055,0.073,Check Locally,Tier-2 City,0.527,0.491
3256,Baby Products,Baby Food,Pouch,Aluminium,None,Ultra High,0.251,0.0587,0.234,196,82,0.0385,0.38,0.016,Not Recycled,Urban Metro,0.37,0.664
3257,Household Care,Dishwash,Tub,Bioplastic,Screw Cap,Medium,0.641,0.1477,0.23,161,74,0.0595,0.886,0.045,Widely Recycled,Urban Metro,0.898,0.868
3258,Apparel & Fashion,Jacket,Box,Corrugated Board,Pump,Medium,0.947,0.1327,0.14,223,76,0.0815,0.972,0.077,Widely Recycled,Tier-1 City,0.806,0.88
3259,Healthcare OTC,Pain Relief,Pouch,Rigid Plastic,Heat Seal,Ultra High,0.05,0.0041,0.083,288,59,0.0086,0.17,0.031,Not Recycled,Tier-2 City,0.27,0.538
3260,Pet Care,Pet Food,Tub,Glass,Screw Cap,Low,2.344,0.7414,0.316,30,98,0.5693,0.277,0.123,Widely Recycled,Tier-1 City,0.796,0.577
3261,Healthcare OTC,Cold & Flu,Pouch,Rigid Plastic,Zipper,High,0.05,0.0086,0.172,302,28,0.0183,0.131,0.089,Widely Recycled,Rural,0.838,0.531
3262,Food & Beverage,Snacks,Tub,Glass,Pump,Ultra High,0.127,0.0358,0.282,321,87,0.0494,0.144,0.227,Widely Recycled,Urban Metro,0.957,0.692
3263,Electronics,Mobile Phone,Pouch,Aluminium,None,Low,0.483,0.1119,0.231,79,72,0.1292,0.175,0.027,Widely Recycled,Rural,0.796,0.614
3264,Healthcare OTC,Pain Relief,Tray,Corrugated Board,Zipper,High,0.064,0.0045,0.07,346,74,0.0035,0.804,0.11,Compostable,Tier-1 City,0.906,0.862
3265,Healthcare OTC,Pain Relief,Tub,Glass,Pump,Ultra High,0.054,0.0121,0.225,177,89,0.0181,0.123,0.092,Check Locally,Urban Metro,0.627,0.65
3266,Healthcare OTC,Cold & Flu,Tray,Composite (Plastic+Paper),None,Medium,0.05,0.0099,0.199,220,59,0.0223,0.217,0.14,Widely Recycled,Tier-2 City,0.935,0.648
3267,Baby Products,Diapers,Blister Pack,Paperboard,Snap Fit,High,1.032,0.109,0.106,269,84,0.1208,0.756,0.136,Widely Recycled,Urban Metro,0.887,0.835
3268,Electronics,Small Appliance,Blister Pack,Steel,Flip Top,Medium,3.012,0.554,0.184,49,86,0.7989,0.201,0.028,Compostable,Urban Metro,0.982,0.485
3269,Electronics,Small Appliance,Tube,Rigid Plastic,Snap Fit,Low,2.853,0.402,0.141,80,25,0.7595,0.254,0.034,Not Recycled,Urban Metro,0.105,0.228
3270,Apparel & Fashion,Shoes,Tub,Flexible Plastic,Screw Cap,Low,1.37,0.3157,0.23,62,72,1.2479,0.159,0.139,Widely Recycled,Urban Metro,0.8,0.273
3271,Stationery,Notebook,Can,Paperboard,Pump,Medium,0.367,0.03,0.082,176,72,0.0435,0.751,0.031,Widely Recycled,Tier-1 City,0.932,0.834
3272,Apparel & Fashion,T-Shirt,Tray,Composite (Plastic+Paper),Screw Cap,Low,0.263,0.0391,0.149,87,43,0.1078,0.008,0.069,Not Recycled,Rural,0.23,0.414
3273,Personal Care,Shampoo,Pouch,Aluminium,None,Low,0.217,0.0758,0.349,133,89,0.0887,0.597,0.039,Check Locally,Rural,0.741,0.788
3274,Food & Beverage,Staples,Blister Pack,Tinplate,Flip Top,High,1.04,0.1876,0.18,292,73,0.5007,0.172,0.045,Not Recycled,Tier-1 City,0.26,0.423
3275,Stationery,Pen,Tube,Glass,None,Medium,0.05,0.0082,0.164,161,73,0.0084,0.467,0.099,Widely Recycled,Tier-1 City,0.878,0.753
3276,Apparel & Fashion,T-Shirt,Tray,Paperboard,Pump,Medium,0.253,0.0264,0.104,151,80,0.0383,0.837,0.111,Compostable,Urban Metro,0.885,0.874
3277,Personal Care,Toothpaste,Tray,Corrugated Board,Zipper,High,0.142,0.0188,0.132,157,91,0.0096,0.905,0.036,Widely Recycled,Tier-1 City,0.891,0.932
3278,Baby Products,Baby Wipes,Carton,Composite (Plastic+Paper),Flip Top,Medium,0.357,0.0673,0.188,199,59,0.2362,0.119,0.013,Compostable,Tier-1 City,0.999,0.564
3279,Food & Beverage,Confectionery,Box,Composite (Plastic+Paper),Zipper,Medium,0.103,0.0185,0.18,272,67,0.0543,0.135,0.103,Widely Recycled,Tier-2 City,0.927,0.633
3280,Food & Beverage,Confectionery,Box,Corrugated Board,Zipper,High,0.095,0.0074,0.078,291,80,0.0092,0.887,0.047,Widely Recycled,Tier-1 City,0.712,0.871
3281,Apparel & Fashion,Jacket,Tube,Bioplastic,Snap Fit,High,1.069,0.0956,0.089,362,77,0.102,0.818,0.075,Not Recycled,Tier-2 City,0.135,0.729
3282,Cosmetics,Lipstick,Tub,Bioplastic,Flip Top,Medium,0.05,0.0061,0.122,160,82,0.0039,0.961,0.112,Check Locally,Urban Metro,0.571,0.879
3283,Food & Beverage,Confectionery,Bottle,Glass,Flip Top,High,0.086,0.0262,0.306,293,99,0.0127,0.484,0.242,Widely Recycled,Tier-2 City,0.842,0.818
3284,Personal Care,Deodorant,Bottle,Bioplastic,Screw Cap,Low,0.134,0.0119,0.089,152,92,0.0158,0.943,0.113,Compostable,Rural,0.919,0.948
3285,Personal Care,Soap,Can,Rigid Plastic,Flip Top,High,0.119,0.0096,0.08,337,41,0.0362,0.207,0.076,Widely Recycled,Urban Metro,0.867,0.586
3286,Food & Beverage,Dairy,Tub,Glass,Flip Top,High,0.436,0.081,0.186,238,84,0.0811,0.552,0.198,Not Recycled,Tier-1 City,0.186,0.681
3287,Cosmetics,Nail Polish,Bottle,Bioplastic,Pump,High,0.05,0.0042,0.083,281,80,0.0014,0.767,0.063,Check Locally,Tier-1 City,0.545,0.814
3288,Household Care,Laundry Detergent,Bottle,Rigid Plastic,Screw Cap,High,1.006,0.249,0.247,242,56,0.719,0.205,0.051,Widely Recycled,Urban Metro,0.884,0.42
3289,Electronics,Small Appliance,Box,Corrugated Board,Zipper,High,2.787,0.4489,0.161,266,72,0.5989,0.995,0.137,Not Recycled,Tier-2 City,0.455,0.668
3290,Household Care,Air Freshener,Can,Steel,Snap Fit,Low,0.515,0.1459,0.283,73,43,0.2939,0.204,0.023,Widely Recycled,Tier-1 City,0.914,0.518
3291,Personal Care,Toothpaste,Can,Aluminium,Heat Seal,Low,0.149,0.0331,0.223,80,99,0.0258,0.554,0.031,Check Locally,Urban Metro,0.673,0.808
3292,Stationery,Pen,Tray,Composite (Plastic+Paper),Screw Cap,Medium,0.05,0.012,0.24,175,31,0.0228,0.166,0.017,Check Locally,Tier-1 City,0.743,0.534
3293,Household Care,Dishwash,Tray,Corrugated Board,Snap Fit,High,1.046,0.1463,0.14,303,87,0.0535,0.868,0.101,Check Locally,Urban Metro,0.533,0.843
3294,Healthcare OTC,Digestive Aid,Box,Corrugated Board,Flip Top,Medium,0.05,0.0033,0.066,226,79,0.0011,0.789,0.09,Check Locally,Urban Metro,0.42,0.799
3295,Cosmetics,Foundation,Blister Pack,Composite (Plastic+Paper),Heat Seal,High,0.05,0.0055,0.109,198,57,0.0212,0.242,0.04,Widely Recycled,Urban Metro,0.955,0.654
3296,Food & Beverage,Ready-to-Eat,Pouch,Corrugated Board,Heat Seal,Medium,0.304,0.027,0.089,167,90,0.0236,0.826,0.07,Check Locally,Rural,0.783,0.885
3297,Household Care,Laundry Detergent,Box,Paperboard,Screw Cap,High,0.649,0.0903,0.139,117,73,0.0383,0.97,0.053,Compostable,Tier-2 City,0.746,0.875
3298,Baby Products,Baby Food,Box,Paperboard,Heat Seal,Ultra High,0.26,0.038,0.146,265,93,0.0249,0.86,0.054,Check Locally,Rural,0.486,0.856
3299,Pet Care,Pet Food,Tray,Composite (Plastic+Paper),Flip Top,High,2.322,0.3033,0.131,248,43,0.5107,0.036,0.029,Check Locally,Urban Metro,0.476,0.338
3300,Food & Beverage,Ready-to-Eat,Can,Steel,Heat Seal,Medium,0.425,0.1335,0.314,203,70,0.3215,0.416,0.047,Return to Store,Urban Metro,0.316,0.551
3301,Personal Care,Toothpaste,Pouch,Tinplate,Heat Seal,Medium,0.16,0.0319,0.2,188,50,0.0425,0.311,0.033,Widely Recycled,Tier-1 City,0.917,0.645
3302,Stationery,Printer Ink,Can,Steel,None,Low,0.199,0.0668,0.335,133,68,0.1531,0.287,0.04,Not Recycled,Tier-1 City,0.258,0.55
3303,Pet Care,Pet Shampoo,Pouch,Corrugated Board,Zipper,Medium,0.488,0.0288,0.059,248,82,0.0311,0.911,0.135,Not Recycled,Tier-1 City,0.221,0.804
3304,Food & Beverage,Confectionery,Tray,Composite (Plastic+Paper),Flip Top,High,0.087,0.0175,0.201,227,29,0.0274,0.112,0.053,Return to Store,Tier-2 City,0.266,0.439
3305,Pet Care,Pet Shampoo,Box,Corrugated Board,Snap Fit,High,0.326,0.0453,0.139,211,94,0.0361,0.796,0.126,Not Recycled,Urban Metro,0.347,0.816
3306,Food & Beverage,Ready-to-Eat,Blister Pack,Composite (Plastic+Paper),None,High,0.386,0.073,0.189,242,76,0.1262,0.016,0.105,Widely Recycled,Tier-1 City,0.981,0.605
3307,Food & Beverage,Ready-to-Eat,Tub,Bioplastic,Flip Top,Ultra High,0.284,0.0508,0.179,178,88,0.0419,0.852,0.149,Widely Recycled,Urban Metro,0.965,0.909
3308,Healthcare OTC,Digestive Aid,Can,Steel,Snap Fit,Ultra High,0.051,0.0163,0.323,235,66,0.022,0.543,0.014,Not Recycled,Tier-1 City,0.448,0.69
3309,Personal Care,Deodorant,Bottle,Glass,Pump,Medium,0.115,0.0225,0.195,183,78,0.008,0.182,0.102,Compostable,Tier-2 City,0.899,0.683
3310,Electronics,Small Appliance,Pouch,Glass,None,Medium,2.376,0.4083,0.172,236,97,0.5907,0.459,0.171,Not Recycled,Urban Metro,0.137,0.524
3311,Apparel & Fashion,Jacket,Tray,Corrugated Board,Screw Cap,Medium,1.043,0.119,0.114,151,90,0.1074,0.993,0.141,Not Recycled,Urban Metro,0.425,0.857
3312,Household Care,Air Freshener,Bottle,Rigid Plastic,Pump,Medium,0.388,0.0921,0.237,254,41,0.3318,0.008,0.118,Check Locally,Rural,0.777,0.422
3313,Food & Beverage,Confectionery,Tub,Bioplastic,Screw Cap,Medium,0.118,0.0158,0.134,185,86,0.0176,0.763,0.139,Widely Recycled,Rural,0.979,0.887
3314,Baby Products,Baby Lotion,Bottle,Bioplastic,Screw Cap,Ultra High,0.335,0.0607,0.181,296,73,0.042,0.728,0.052,Check Locally,Tier-1 City,0.689,0.793
3315,Household Care,Air Freshener,Tub,Bioplastic,Screw Cap,Low,0.275,0.024,0.087,147,76,0.0157,0.918,0.112,Compostable,Rural,0.721,0.87
3316,Healthcare OTC,Pain Relief,Blister Pack,Steel,Snap Fit,High,0.056,0.0122,0.22,329,74,0.0348,0.405,0.045,Not Recycled,Urban Metro,0.482,0.671
3317,Cosmetics,Nail Polish,Tub,Bioplastic,Flip Top,Medium,0.05,0.0059,0.118,201,89,0.0068,0.702,0.073,Widely Recycled,Tier-1 City,0.746,0.844
3318,Apparel & Fashion,Jeans,Bottle,Glass,Flip Top,Medium,0.703,0.1304,0.186,160,71,0.0426,0.171,0.23,Check Locally,Tier-1 City,0.582,0.605
3319,Baby Products,Baby Wipes,Blister Pack,Corrugated Board,Snap Fit,Ultra High,0.531,0.0307,0.058,271,80,0.0331,0.945,0.147,Widely Recycled,Rural,0.704,0.881
3320,Healthcare OTC,Pain Relief,Box,Composite (Plastic+Paper),None,High,0.05,0.0106,0.212,287,54,0.0272,0.123,0.145,Not Recycled,Tier-2 City,0.383,0.524
3321,Food & Beverage,Soft Drinks,Box,Corrugated Board,Heat Seal,Ultra High,1.278,0.1607,0.126,396,94,0.222,0.763,0.13,Return to Store,Rural,0.256,0.737
3322,Apparel & Fashion,Shoes,Can,Bioplastic,Zipper,Low,1.028,0.1708,0.166,108,88,0.0539,0.897,0.109,Compostable,Urban Metro,0.705,0.88
3323,Pet Care,Pet Shampoo,Box,Corrugated Board,Pump,Low,0.381,0.0287,0.075,115,84,0.0367,0.905,0.014,Return to Store,Rural,0.141,0.794
3324,Household Care,Floor Cleaner,Carton,Composite (Plastic+Paper),Screw Cap,Low,1.014,0.2165,0.213,113,40,0.8369,0.271,0.129,Check Locally,Rural,0.609,0.323
3325,Electronics,Mobile Phone,Tube,Glass,Pump,Medium,0.449,0.0677,0.151,221,93,0.0336,0.155,0.18,Check Locally,Urban Metro,0.509,0.647
3326,Personal Care,Skin Cream,Tub,Bioplastic,Pump,Medium,0.076,0.0142,0.187,138,74,0.0103,0.724,0.09,Check Locally,Tier-2 City,0.668,0.799
3327,Healthcare OTC,Digestive Aid,Carton,Corrugated Board,Screw Cap,High,0.05,0.0032,0.065,320,89,0.0024,0.722,0.13,Check Locally,Urban Metro,0.529,0.819
3328,Household Care,Air Freshener,Blister Pack,Tinplate,Zipper,Low,0.415,0.076,0.183,105,75,0.1036,0.379,0.012,Compostable,Urban Metro,0.988,0.719
3329,Household Care,Floor Cleaner,Tub,Bioplastic,Screw Cap,Medium,0.904,0.1122,0.124,150,94,0.0589,0.874,0.119,Widely Recycled,Urban Metro,0.919,0.918
3330,Stationery,Marker,Can,Corrugated Board,Screw Cap,Low,0.05,0.0081,0.162,45,72,0.0025,0.906,0.094,Return to Store,Tier-1 City,0.195,0.783
3331,Cosmetics,Nail Polish,Pouch,Composite (Plastic+Paper),Heat Seal,High,0.05,0.0088,0.176,295,48,0.0313,0.232,0.061,Not Recycled,Urban Metro,0.199,0.511
3332,Cosmetics,Nail Polish,Bottle,Rigid Plastic,Screw Cap,Medium,0.05,0.0105,0.209,107,53,0.0323,0.049,0.065,Widely Recycled,Tier-1 City,0.908,0.575
3333,Baby Products,Baby Wipes,Pouch,Glass,Heat Seal,Medium,0.388,0.1054,0.271,159,88,0.0438,0.439,0.187,Return to Store,Urban Metro,0.373,0.695
3334,Stationery,Printer Ink,Pouch,Corrugated Board,Heat Seal,High,0.279,0.0212,0.076,216,77,0.009,0.989,0.045,Widely Recycled,Rural,0.874,0.918
3335,Household Care,Floor Cleaner,Bottle,Glass,Screw Cap,Low,0.849,0.2696,0.318,119,93,0.1197,0.209,0.229,Not Recycled,Urban Metro,0.321,0.608
3336,Apparel & Fashion,Shoes,Tray,Composite (Plastic+Paper),Zipper,Medium,0.767,0.1727,0.225,249,65,0.6239,0.067,0.031,Return to Store,Tier-2 City,0.141,0.318
3337,Pet Care,Pet Shampoo,Blister Pack,Steel,Snap Fit,Low,0.303,0.0882,0.291,140,81,0.2483,0.123,0.012,Check Locally,Urban Metro,0.615,0.558
3338,Pet Care,Cat Litter,Sachet,Flexible Plastic,None,Medium,4.555,0.9437,0.207,157,58,3.473,0.083,0.051,Widely Recycled,Tier-1 City,0.856,0.0
3339,Electronics,Small Appliance,Tube,Bioplastic,Screw Cap,High,2.921,0.6655,0.228,411,91,0.3445,0.702,0.147,Compostable,Tier-2 City,0.764,0.751
3340,Stationery,Printer Ink,Tray,Composite (Plastic+Paper),Flip Top,Medium,0.297,0.0536,0.18,131,54,0.1691,0.181,0.033,Not Recycled,Tier-2 City,0.395,0.498
3341,Pet Care,Cat Litter,Tray,Corrugated Board,Heat Seal,Medium,4.552,0.7823,0.172,194,90,0.3389,0.958,0.077,Return to Store,Urban Metro,0.206,0.742
3342,Electronics,Laptop,Blister Pack,Steel,Snap Fit,Low,1.89,0.4197,0.222,39,81,1.2111,0.289,0.013,Compostable,Tier-1 City,0.743,0.339
3343,Stationery,Marker,Box,Corrugated Board,None,High,0.05,0.0026,0.052,329,76,0.0022,0.888,0.109,Check Locally,Rural,0.735,0.868
3344,Healthcare OTC,Digestive Aid,Blister Pack,Aluminium,Zipper,Ultra High,0.05,0.0158,0.317,309,74,0.0182,0.229,0.033,Compostable,Tier-1 City,0.868,0.681
3345,Baby Products,Baby Lotion,Blister Pack,Paperboard,Zipper,High,0.316,0.052,0.164,185,71,0.0707,0.852,0.12,Not Recycled,Urban Metro,0.303,0.757
3346,Cosmetics,Nail Polish,Tray,Paperboard,Zipper,Medium,0.05,0.0032,0.065,200,79,0.0031,0.91,0.112,Return to Store,Urban Metro,0.274,0.813
3347,Food & Beverage,Snacks,Tub,Bioplastic,Screw Cap,High,0.169,0.0327,0.193,268,86,0.038,0.898,0.142,Check Locally,Urban Metro,0.533,0.854
3348,Baby Products,Baby Lotion,Sachet,Flexible Plastic,None,Medium,0.268,0.0539,0.201,189,31,0.2069,0.28,0.093,Compostable,Urban Metro,0.874,0.533
3349,Pet Care,Pet Food,Tube,Flexible Plastic,Heat Seal,High,1.385,0.1112,0.08,373,33,0.195,0.097,0.043,Widely Recycled,Urban Metro,0.848,0.482
3350,Household Care,Dishwash,Tub,Rigid Plastic,Screw Cap,Low,0.713,0.1071,0.15,69,55,0.3916,0.004,0.012,Compostable,Urban Metro,0.811,0.445
3351,Personal Care,Soap,Box,Composite (Plastic+Paper),Pump,High,0.097,0.0226,0.232,286,77,0.0664,0.112,0.117,Check Locally,Tier-2 City,0.426,0.571
3352,Healthcare OTC,Cold & Flu,Carton,Composite (Plastic+Paper),Flip Top,Ultra High,0.056,0.0119,0.21,228,53,0.0223,0.282,0.054,Widely Recycled,Tier-2 City,0.972,0.657
3353,Healthcare OTC,Pain Relief,Can,Tinplate,Pump,Medium,0.065,0.0223,0.345,165,76,0.0228,0.568,0.021,Check Locally,Urban Metro,0.45,0.722
3354,Healthcare OTC,Vitamins,Blister Pack,Glass,None,Ultra High,0.237,0.0598,0.252,425,85,0.018,0.234,0.102,Not Recycled,Tier-2 City,0.132,0.599
3355,Personal Care,Soap,Bottle,Rigid Plastic,Screw Cap,Medium,0.081,0.0163,0.2,192,49,0.0421,0.274,0.109,Widely Recycled,Urban Metro,0.899,0.628
3356,Household Care,Dishwash,Sachet,Glass,Heat Seal,Medium,0.621,0.1855,0.299,170,96,0.0916,0.527,0.176,Not Recycled,Tier-1 City,0.438,0.738
3357,Stationery,Pen,Tray,Corrugated Board,Screw Cap,High,0.05,0.0078,0.156,283,95,0.0072,0.948,0.074,Return to Store,Rural,0.327,0.871
3358,Cosmetics,Foundation,Sachet,Flexible Plastic,Heat Seal,Medium,0.05,0.0046,0.091,179,47,0.0104,0.245,0.068,Widely Recycled,Tier-2 City,0.985,0.636
3359,Electronics,Laptop,Carton,Composite (Plastic+Paper),Heat Seal,Low,2.023,0.3812,0.188,65,58,0.9115,0.071,0.041,Widely Recycled,Rural,0.852,0.322
3360,Personal Care,Skin Cream,Tray,Composite (Plastic+Paper),Pump,Medium,0.068,0.0067,0.099,156,76,0.0254,0.232,0.045,Check Locally,Tier-2 City,0.784,0.67
3361,Household Care,Floor Cleaner,Tub,Rigid Plastic,Flip Top,Low,1.178,0.2422,0.206,70,61,0.5902,0.233,0.144,Not Recycled,Tier-1 City,0.225,0.381
3362,Healthcare OTC,Vitamins,Sachet,Rigid Plastic,Zipper,High,0.179,0.028,0.156,268,62,0.0714,0.0,0.062,Not Recycled,Tier-2 City,0.112,0.453
3363,Household Care,Laundry Detergent,Can,Steel,None,Low,1.161,0.2781,0.24,108,62,0.4046,0.562,0.019,Check Locally,Urban Metro,0.533,0.584
3364,Pet Care,Cat Litter,Blister Pack,Composite (Plastic+Paper),None,Low,5.678,0.5095,0.09,74,27,1.1501,0.166,0.117,Compostable,Urban Metro,0.801,0.194
3365,Household Care,Laundry Detergent,Pouch,Corrugated Board,Zipper,Medium,1.014,0.0586,0.058,166,82,0.0509,0.82,0.099,Widely Recycled,Tier-1 City,0.806,0.859
3366,Electronics,Small Appliance,Can,Steel,Snap Fit,Low,3.393,1.0017,0.295,53,87,2.7046,0.511,0.015,Not Recycled,Rural,0.347,0.0
3367,Electronics,Headphones,Carton,Composite (Plastic+Paper),Zipper,Low,0.31,0.0361,0.116,62,52,0.0915,0.238,0.15,Widely Recycled,Urban Metro,0.74,0.586
3368,Baby Products,Baby Wipes,Carton,Corrugated Board,Screw Cap,High,0.408,0.0367,0.09,191,83,0.0245,0.837,0.05,Not Recycled,Tier-1 City,0.253,0.791
3369,Electronics,Small Appliance,Bottle,Rigid Plastic,Pump,Medium,1.8,0.1899,0.105,153,70,0.3481,0.032,0.071,Return to Store,Urban Metro,0.294,0.425
3370,Cosmetics,Nail Polish,Sachet,Bioplastic,Zipper,High,0.05,0.008,0.16,155,81,0.0075,0.815,0.123,Return to Store,Urban Metro,0.145,0.767
3371,Baby Products,Baby Wipes,Bottle,Rigid Plastic,Flip Top,Medium,0.423,0.0747,0.177,166,49,0.2592,0.039,0.13,Widely Recycled,Tier-2 City,0.838,0.484
3372,Electronics,Headphones,Blister Pack,Corrugated Board,Snap Fit,High,0.35,0.0615,0.176,236,87,0.0653,0.934,0.103,Check Locally,Urban Metro,0.764,0.893
3373,Electronics,Headphones,Pouch,Rigid Plastic,Zipper,Medium,0.297,0.0349,0.118,190,24,0.1253,0.261,0.073,Check Locally,Urban Metro,0.446,0.469
3374,Pet Care,Pet Shampoo,Can,Flexible Plastic,Screw Cap,Low,0.307,0.071,0.231,74,68,0.2812,0.036,0.12,Widely Recycled,Urban Metro,0.839,0.523
3375,Personal Care,Toothpaste,Bottle,Flexible Plastic,Flip Top,Medium,0.128,0.0293,0.229,258,23,0.0684,0.154,0.018,Compostable,Urban Metro,0.976,0.532
