product_id,category,weight_kg,fragility,shipping_mode,product_name,industry_type,cost_sensitivity,environmental_priority
7108,Electronics,0.39,5,Air,Product_7108,Electronics,3,3
7109,Clothing,1.2,3,Road,Product_7109,Clothing,3,3
7110,Clothing,1.05,3,Air,Product_7110,Clothing,3,3
7111,Furniture,47.37,5,Road,Product_7111,Furniture,3,3
7112,Beauty,0.71,3,Air,Product_7112,Beauty,3,3
7113,Furniture,13.6,4,Road,Product_7113,Furniture,3,3
7114,Home Decor,1.05,5,Road,Product_7114,Home Decor,3,3
7115,Electronics,0.34,5,Air,Product_7115,Electronics,3,3
7116,Clothing,0.18,2,Air,Product_7116,Clothing,3,3
7117,Clothing,1.01,4,Air,Product_7117,Clothing,3,3
7118,Home Decor,1.97,5,Air,Product_7118,Home Decor,3,3
7119,Electronics,22.74,5,Road,Product_7119,Electronics,3,3
7120,Clothing,0.23,1,Road,Product_7120,Clothing,3,3
7121,Clothing,0.8,4,Air,Product_7121,Clothing,3,3
7122,Beauty,0.61,5,Air,Product_7122,Beauty,3,3
7123,Clothing,1.01,5,Road,Product_7123,Clothing,3,3
7124,Clothing,0.88,4,Air,Product_7124,Clothing,3,3
7125,Electronics,0.2,4,Air,Product_7125,Electronics,3,3
7126,Home Decor,1.42,5,Air,Product_7126,Home Decor,3,3
7127,Electronics,2.17,5,Air,Product_7127,Electronics,3,3
7128,Electronics,0.23,5,Road,Product_7128,Electronics,3,3
7129,Electronics,2.2,5,Road,Product_7129,Electronics,3,3
7130,Furniture,73.2,5,Road,Product_7130,Furniture,3,3
7131,Electronics,0.17,5,Air,Product_7131,Electronics,3,3
7132,Electronics,0.15,4,Road,Product_7132,Electronics,3,3
7133,Electronics,1.76,5,Road,Product_7133,Electronics,3,3
7134,Beauty,0.23,5,Air,Product_7134,Beauty,3,3
7135,Home Decor,2.56,5,Air,Product_7135,Home Decor,3,3
7136,Electronics,1.57,5,Air,Product_7136,Electronics,3,3
7137,Electronics,0.38,5,Air,Product_7137,Electronics,3,3
7138,Clothing,1.18,5,Air,Product_7138,Clothing,3,3
7139,Electronics,1.93,5,Air,Product_7139,Electronics,3,3
7140,Electronics,0.15,5,Air,Product_7140,Electronics,3,3
7141,Clothing,0.88,4,Air,Product_7141,Clothing,3,3
7142,Clothing,0.92,5,Road,Product_7142,Clothing,3,3
7143,Electronics,17.38,5,Road,Product_7143,Electronics,3,3
7144,Furniture,14.34,5,Road,Product_7144,Furniture,3,3
7145,Clothing,0.93,4,Road,Product_7145,Clothing,3,3
7146,Beauty,0.25,5,Air,Product_7146,Beauty,3,3
7147,Furniture,73.43,5,Road,Product_7147,Furniture,3,3
7148,Beauty,0.44,5,Air,Product_7148,Beauty,3,3
7149,Beauty,0.96,3,Air,Product_7149,Beauty,3,3
7150,Home Decor,2.98,5,Air,Product_7150,Home Decor,3,3
7151,Electronics,0.18,5,Air,Product_7151,Electronics,3,3
7152,Home Decor,2.15,5,Air,Product_7152,Home Decor,3,3
7153,Furniture,11.02,5,Road,Product_7153,Furniture,3,3
7154,Electronics,23.02,5,Road,Product_7154,Electronics,3,3
7155,Clothing,1.1,2,Air,Product_7155,Clothing,3,3
7156,Furniture,11.85,4,Road,Product_7156,Furniture,3,3
7157,Beauty,0.39,5,Air,Product_7157,Beauty,3,3
7158,Clothing,0.22,1,Air,Product_7158,Clothing,3,3
7159,Beauty,0.23,5,Air,Product_7159,Beauty,3,3
7160,Furniture,45.7,5,Road,Product_7160,Furniture,3,3
7161,Electronics,15.81,5,Road,Product_7161,Electronics,3,3
7162,Electronics,0.19,5,Road,Product_7162,Electronics,3,3
7163,Electronics,0.19,5,Road,Product_7163,Electronics,3,3
7164,Clothing,1.19,3,Air,Product_7164,Clothing,3,3
7165,Furniture,51.97,5,Road,Product_7165,Furniture,3,3
7166,Furniture,13.87,5,Road,Product_7166,Furniture,3,3
7167,Furniture,14.98,5,Road,Product_7167,Furniture,3,3
7168,Clothing,1.35,3,Air,Product_7168,Clothing,3,3
7169,Electronics,2.25,5,Road,Product_7169,Electronics,3,3
7170,Furniture,13.67,4,Road,Product_7170,Furniture,3,3
7171,Clothing,1.83,3,Air,Product_7171,Clothing,3,3
7172,Electronics,0.3,5,Air,Product_7172,Electronics,3,3
7173,Electronics,0.38,5,Air,Product_7173,Electronics,3,3
7174,Beauty,0.49,5,Road,Product_7174,Beauty,3,3
7175,Furniture,12.41,5,Road,Product_7175,Furniture,3,3
7176,Furniture,13.81,5,Road,Product_7176,Furniture,3,3
7177,Beauty,0.99,5,Air,Product_7177,Beauty,3,3
7178,Electronics,24.8,5,Road,Product_7178,Electronics,3,3
7179,Electronics,24.26,5,Road,Product_7179,Electronics,3,3
7180,Clothing,1.07,4,Air,Product_7180,Clothing,3,3
7181,Home Decor,2.62,5,Air,Product_7181,Home Decor,3,3
7182,Clothing,0.98,4,Road,Product_7182,Clothing,3,3
7183,Beauty,0.35,5,Road,Product_7183,Beauty,3,3
7184,Clothing,0.21,2,Road,Product_7184,Clothing,3,3
7185,Clothing,0.22,2,Air,Product_7185,Clothing,3,3
7186,Clothing,1.08,5,Air,Product_7186,Clothing,3,3
7187,Electronics,0.16,4,Air,Product_7187,Electronics,3,3
7188,Electronics,0.26,5,Air,Product_7188,Electronics,3,3
7189,Electronics,0.23,5,Air,Product_7189,Electronics,3,3
7190,Furniture,48.96,5,Road,Product_7190,Furniture,3,3
7191,Furniture,46.23,5,Road,Product_7191,Furniture,3,3
7192,Electronics,0.13,5,Air,Product_7192,Electronics,3,3
7193,Clothing,1.48,2,Road,Product_7193,Clothing,3,3
7194,Beauty,0.98,3,Road,Product_7194,Beauty,3,3
7195,Beauty,0.32,5,Road,Product_7195,Beauty,3,3
7196,Electronics,0.29,5,Air,Product_7196,Electronics,3,3
7197,Furniture,56.74,5,Road,Product_7197,Furniture,3,3
7198,Home Decor,1.72,5,Road,Product_7198,Home Decor,3,3
7199,Electronics,2.37,5,Air,Product_7199,Electronics,3,3
7200,Clothing,1.75,4,Road,Product_7200,Clothing,3,3
7201,Beauty,0.49,5,Road,Product_7201,Beauty,3,3
7202,Electronics,2.45,5,Air,Product_7202,Electronics,3,3
7203,Home Decor,2.23,5,Road,Product_7203,Home Decor,3,3
7204,Furniture,19.41,5,Road,Product_7204,Furniture,3,3
7205,Clothing,1.01,4,Road,Product_7205,Clothing,3,3
7206,Furniture,11.8,4,Road,Product_7206,Furniture,3,3
7207,Clothing,0.23,1,Air,Product_7207,Clothing,3,3
7208,Electronics,0.11,5,Air,Product_7208,Electronics,3,3
7209,Clothing,1.06,3,Air,Product_7209,Clothing,3,3
7210,Clothing,1.17,3,Air,Product_7210,Clothing,3,3
7211,Electronics,19.67,5,Road,Product_7211,Electronics,3,3
7212,Beauty,0.9,3,Air,Product_7212,Beauty,3,3
7213,Clothing,0.26,1,Road,Product_7213,Clothing,3,3
7214,Electronics,0.13,5,Air,Product_7214,Electronics,3,3
7215,Electronics,1.72,5,Air,Product_7215,Electronics,3,3
7216,Clothing,1.61,4,Air,Product_7216,Clothing,3,3
7217,Electronics,2.01,5,Air,Product_7217,Electronics,3,3
7218,Electronics,0.21,5,Air,Product_7218,Electronics,3,3
7219,Electronics,0.15,5,Air,Product_7219,Electronics,3,3
7220,Electronics,0.18,5,Air,Product_7220,Electronics,3,3
7221,Electronics,23.81,5,Road,Product_7221,Electronics,3,3
7222,Electronics,22.77,5,Road,Product_7222,Electronics,3,3
7223,Home Decor,2.04,5,Air,Product_7223,Home Decor,3,3
7224,Clothing,1.15,3,Air,Product_7224,Clothing,3,3
7225,Home Decor,2.64,5,Road,Product_7225,Home Decor,3,3
7226,Electronics,1.91,5,Air,Product_7226,Electronics,3,3
7227,Furniture,13.52,4,Road,Product_7227,Furniture,3,3
7228,Furniture,19.24,5,Road,Product_7228,Furniture,3,3
7229,Electronics,20.96,5,Road,Product_7229,Electronics,3,3
7230,Clothing,1.02,4,Air,Product_7230,Clothing,3,3
7231,Electronics,0.11,4,Air,Product_7231,Electronics,3,3
7232,Clothing,0.16,2,Air,Product_7232,Clothing,3,3
7233,Beauty,0.3,5,Air,Product_7233,Beauty,3,3
7234,Furniture,12.0,5,Road,Product_7234,Furniture,3,3
7235,Furniture,11.62,5,Road,Product_7235,Furniture,3,3
7236,Furniture,14.95,5,Road,Product_7236,Furniture,3,3
7237,Electronics,1.7,5,Air,Product_7237,Electronics,3,3
7238,Clothing,1.1,3,Air,Product_7238,Clothing,3,3
7239,Furniture,79.05,5,Road,Product_7239,Furniture,3,3
7240,Clothing,0.21,1,Road,Product_7240,Clothing,3,3
7241,Furniture,44.7,5,Road,Product_7241,Furniture,3,3
7242,Furniture,18.09,5,Road,Product_7242,Furniture,3,3
7243,Furniture,11.71,4,Road,Product_7243,Furniture,3,3
7244,Furniture,77.86,5,Road,Product_7244,Furniture,3,3
7245,Electronics,24.31,5,Road,Product_7245,Electronics,3,3
7246,Electronics,0.37,5,Air,Product_7246,Electronics,3,3
7247,Clothing,1.04,5,Road,Product_7247,Clothing,3,3
7248,Electronics,0.23,5,Air,Product_7248,Electronics,3,3
7249,Electronics,21.4,5,Road,Product_7249,Electronics,3,3
7250,Electronics,15.04,5,Road,Product_7250,Electronics,3,3
7251,Furniture,50.69,5,Road,Product_7251,Furniture,3,3
7252,Electronics,2.33,5,Air,Product_7252,Electronics,3,3
7253,Furniture,14.78,5,Road,Product_7253,Furniture,3,3
7254,Beauty,0.33,5,Air,Product_7254,Beauty,3,3
7255,Clothing,1.5,3,Road,Product_7255,Clothing,3,3
7256,Electronics,0.18,4,Air,Product_7256,Electronics,3,3
7257,Furniture,10.76,4,Road,Product_7257,Furniture,3,3
7258,Home Decor,1.5,5,Air,Product_7258,Home Decor,3,3
7259,Electronics,2.01,5,Road,Product_7259,Electronics,3,3
7260,Beauty,0.92,5,Air,Product_7260,Beauty,3,3
7261,Furniture,58.34,5,Road,Product_7261,Furniture,3,3
7262,Furniture,14.2,5,Road,Product_7262,Furniture,3,3
7263,Beauty,0.28,5,Air,Product_7263,Beauty,3,3
7264,Clothing,1.21,2,Air,Product_7264,Clothing,3,3
7265,Furniture,10.49,5,Road,Product_7265,Furniture,3,3
7266,Furniture,51.82,5,Road,Product_7266,Furniture,3,3
7267,Electronics,2.24,5,Air,Product_7267,Electronics,3,3
7268,Clothing,0.81,5,Air,Product_7268,Clothing,3,3
7269,Furniture,68.3,5,Road,Product_7269,Furniture,3,3
7270,Furniture,12.24,5,Road,Product_7270,Furniture,3,3
7271,Electronics,0.18,5,Air,Product_7271,Electronics,3,3
7272,Beauty,0.42,5,Air,Product_7272,Beauty,3,3
7273,Clothing,0.81,4,Air,Product_7273,Clothing,3,3
7274,Home Decor,1.54,5,Air,Product_7274,Home Decor,3,3
7275,Electronics,2.07,5,Air,Product_7275,Electronics,3,3
7276,Furniture,13.3,5,Road,Product_7276,Furniture,3,3
7277,Electronics,1.54,5,Air,Product_7277,Electronics,3,3
7278,Home Decor,1.27,5,Air,Product_7278,Home Decor,3,3
7279,Electronics,1.93,5,Road,Product_7279,Electronics,3,3
7280,Electronics,2.22,5,Air,Product_7280,Electronics,3,3
7281,Furniture,47.44,5,Road,Product_7281,Furniture,3,3
7282,Electronics,0.22,5,Road,Product_7282,Electronics,3,3
7283,Furniture,12.62,4,Road,Product_7283,Furniture,3,3
7284,Electronics,0.24,5,Road,Product_7284,Electronics,3,3
7285,Electronics,0.25,5,Air,Product_7285,Electronics,3,3
7286,Clothing,1.04,5,Air,Product_7286,Clothing,3,3
7287,Electronics,1.85,5,Air,Product_7287,Electronics,3,3
7288,Electronics,0.17,4,Air,Product_7288,Electronics,3,3
7289,Electronics,23.95,5,Road,Product_7289,Electronics,3,3
7290,Clothing,1.07,4,Road,Product_7290,Clothing,3,3
7291,Clothing,1.01,2,Road,Product_7291,Clothing,3,3
7292,Furniture,17.99,5,Road,Product_7292,Furniture,3,3
7293,Beauty,0.73,4,Road,Product_7293,Beauty,3,3
7294,Furniture,46.57,5,Road,Product_7294,Furniture,3,3
7295,Furniture,11.52,4,Road,Product_7295,Furniture,3,3
7296,Furniture,10.78,5,Road,Product_7296,Furniture,3,3
7297,Electronics,2.32,5,Road,Product_7297,Electronics,3,3
7298,Home Decor,1.87,5,Air,Product_7298,Home Decor,3,3
7299,Clothing,0.24,2,Air,Product_7299,Clothing,3,3
7300,Electronics,20.4,5,Road,Product_7300,Electronics,3,3
7301,Furniture,40.71,5,Road,Product_7301,Furniture,3,3
7302,Furniture,45.49,5,Road,Product_7302,Furniture,3,3
7303,Furniture,14.58,5,Road,Product_7303,Furniture,3,3
7304,Electronics,16.97,5,Road,Product_7304,Electronics,3,3
7305,Beauty,0.36,5,Air,Product_7305,Beauty,3,3
7306,Beauty,0.63,4,Road,Product_7306,Beauty,3,3
7307,Electronics,0.2,5,Air,Product_7307,Electronics,3,3
7308,Furniture,15.99,5,Road,Product_7308,Furniture,3,3
7309,Electronics,15.27,5,Road,Product_7309,Electronics,3,3
7310,Electronics,0.27,5,Air,Product_7310,Electronics,3,3
7311,Electronics,0.16,4,Air,Product_7311,Electronics,3,3
7312,Home Decor,1.4,5,Air,Product_7312,Home Decor,3,3
7313,Home Decor,1.97,5,Air,Product_7313,Home Decor,3,3
7314,Beauty,0.7,3,Air,Product_7314,Beauty,3,3
7315,Clothing,1.01,2,Air,Product_7315,Clothing,3,3
7316,Clothing,0.18,2,Air,Product_7316,Clothing,3,3
7317,Home Decor,1.59,5,Air,Product_7317,Home Decor,3,3
7318,Clothing,1.13,2,Air,Product_7318,Clothing,3,3
7319,Electronics,0.22,5,Air,Product_7319,Electronics,3,3
7320,Electronics,0.17,5,Air,Product_7320,Electronics,3,3
7321,Furniture,13.5,5,Road,Product_7321,Furniture,3,3
7322,Clothing,0.29,1,Air,Product_7322,Clothing,3,3
7323,Beauty,0.26,5,Road,Product_7323,Beauty,3,3
7324,Electronics,0.14,5,Air,Product_7324,Electronics,3,3
7325,Beauty,0.34,5,Air,Product_7325,Beauty,3,3
7326,Furniture,16.37,5,Road,Product_7326,Furniture,3,3
7327,Beauty,0.62,4,Road,Product_7327,Beauty,3,3
7328,Furniture,12.29,4,Road,Product_7328,Furniture,3,3
7329,Clothing,1.16,5,Road,Product_7329,Clothing,3,3
7330,Electronics,1.89,5,Air,Product_7330,Electronics,3,3
7331,Furniture,13.24,5,Road,Product_7331,Furniture,3,3
7332,Clothing,1.52,4,Air,Product_7332,Clothing,3,3
7333,Furniture,11.63,5,Road,Product_7333,Furniture,3,3
7334,Clothing,1.0,3,Road,Product_7334,Clothing,3,3
7335,Clothing,1.76,3,Air,Product_7335,Clothing,3,3
7336,Clothing,0.19,2,Road,Product_7336,Clothing,3,3
7337,Home Decor,1.23,5,Air,Product_7337,Home Decor,3,3
7338,Beauty,0.42,5,Air,Product_7338,Beauty,3,3
7339,Beauty,0.71,3,Air,Product_7339,Beauty,3,3
7340,Electronics,0.23,5,Road,Product_7340,Electronics,3,3
7341,Electronics,0.4,5,Air,Product_7341,Electronics,3,3
7342,Electronics,0.19,5,Road,Product_7342,Electronics,3,3
7343,Clothing,0.17,2,Air,Product_7343,Clothing,3,3
7344,Clothing,1.4,3,Air,Product_7344,Clothing,3,3
7345,Clothing,0.98,4,Air,Product_7345,Clothing,3,3
7346,Electronics,0.18,5,Road,Product_7346,Electronics,3,3
7347,Furniture,11.4,5,Road,Product_7347,Furniture,3,3
7348,Clothing,1.35,2,Air,Product_7348,Clothing,3,3
7349,Electronics,0.34,5,Air,Product_7349,Electronics,3,3
7350,Furniture,15.71,5,Road,Product_7350,Furniture,3,3
7351,Furniture,17.11,5,Road,Product_7351,Furniture,3,3
7352,Furniture,12.78,5,Road,Product_7352,Furniture,3,3
7353,Clothing,0.83,5,Air,Product_7353,Clothing,3,3
7354,Furniture,65.05,5,Road,Product_7354,Furniture,3,3
7355,Furniture,16.5,5,Road,Product_7355,Furniture,3,3
7356,Clothing,1.31,3,Air,Product_7356,Clothing,3,3
7357,Electronics,15.26,5,Road,Product_7357,Electronics,3,3
7358,Home Decor,2.4,5,Air,Product_7358,Home Decor,3,3
7359,Home Decor,1.89,5,Road,Product_7359,Home Decor,3,3
7360,Furniture,14.31,4,Road,Product_7360,Furniture,3,3
7361,Beauty,0.71,3,Air,Product_7361,Beauty,3,3
7362,Furniture,19.69,5,Road,Product_7362,Furniture,3,3
7363,Clothing,1.82,3,Air,Product_7363,Clothing,3,3
7364,Clothing,0.82,5,Air,Product_7364,Clothing,3,3
7365,Furniture,58.35,5,Road,Product_7365,Furniture,3,3
7366,Furniture,17.14,5,Road,Product_7366,Furniture,3,3
7367,Clothing,1.2,3,Road,Product_7367,Clothing,3,3
7368,Furniture,12.31,5,Road,Product_7368,Furniture,3,3
7369,Electronics,24.42,5,Road,Product_7369,Electronics,3,3
7370,Furniture,72.73,5,Road,Product_7370,Furniture,3,3
7371,Electronics,0.18,4,Air,Product_7371,Electronics,3,3
7372,Electronics,0.14,5,Road,Product_7372,Electronics,3,3
7373,Beauty,0.48,5,Air,Product_7373,Beauty,3,3
7374,Furniture,71.62,5,Road,Product_7374,Furniture,3,3
7375,Electronics,2.07,5,Air,Product_7375,Electronics,3,3
7376,Clothing,1.77,4,Air,Product_7376,Clothing,3,3
7377,Electronics,1.58,5,Air,Product_7377,Electronics,3,3
7378,Clothing,0.25,2,Air,Product_7378,Clothing,3,3
7379,Furniture,15.31,5,Road,Product_7379,Furniture,3,3
7380,Electronics,1.71,5,Air,Product_7380,Electronics,3,3
7381,Beauty,0.26,5,Air,Product_7381,Beauty,3,3
7382,Furniture,18.67,5,Road,Product_7382,Furniture,3,3
7383,Furniture,15.18,5,Road,Product_7383,Furniture,3,3
7384,Home Decor,2.13,5,Air,Product_7384,Home Decor,3,3
7385,Furniture,12.14,5,Road,Product_7385,Furniture,3,3
7386,Electronics,0.11,5,Road,Product_7386,Electronics,3,3
7387,Home Decor,1.08,5,Air,Product_7387,Home Decor,3,3
7388,Furniture,14.06,4,Road,Product_7388,Furniture,3,3
7389,Clothing,1.94,2,Air,Product_7389,Clothing,3,3
7390,Furniture,14.38,5,Road,Product_7390,Furniture,3,3
7391,Furniture,12.72,5,Road,Product_7391,Furniture,3,3
7392,Electronics,0.13,5,Air,Product_7392,Electronics,3,3
7393,Clothing,1.01,5,Air,Product_7393,Clothing,3,3
7394,Beauty,0.48,5,Air,Product_7394,Beauty,3,3
7395,Furniture,10.33,5,Road,Product_7395,Furniture,3,3
7396,Clothing,1.66,2,Air,Product_7396,Clothing,3,3
7397,Beauty,0.74,5,Air,Product_7397,Beauty,3,3
7398,Beauty,0.49,5,Road,Product_7398,Beauty,3,3
7399,Clothing,1.18,2,Road,Product_7399,Clothing,3,3
7400,Clothing,1.17,4,Air,Product_7400,Clothing,3,3
7401,Beauty,0.3,5,Air,Product_7401,Beauty,3,3
7402,Electronics,2.5,5,Air,Product_7402,Electronics,3,3
7403,Furniture,77.32,5,Road,Product_7403,Furniture,3,3
7404,Home Decor,1.78,5,Air,Product_7404,Home Decor,3,3
7405,Furniture,48.53,5,Road,Product_7405,Furniture,3,3
7406,Clothing,0.27,2,Air,Product_7406,Clothing,3,3
7407,Clothing,0.88,3,Air,Product_7407,Clothing,3,3
7408,Furniture,11.72,4,Road,Product_7408,Furniture,3,3
7409,Furniture,13.38,5,Road,Product_7409,Furniture,3,3
7410,Clothing,0.86,5,Air,Product_7410,Clothing,3,3
7411,Home Decor,2.07,5,Air,Product_7411,Home Decor,3,3
7412,Furniture,71.68,5,Road,Product_7412,Furniture,3,3
7413,Clothing,0.23,1,Road,Product_7413,Clothing,3,3
7414,Electronics,0.11,5,Air,Product_7414,Electronics,3,3
7415,Clothing,0.21,2,Road,Product_7415,Clothing,3,3
7416,Beauty,0.92,3,Air,Product_7416,Beauty,3,3
7417,Electronics,0.13,5,Air,Product_7417,Electronics,3,3
7418,Clothing,0.85,3,Air,Product_7418,Clothing,3,3
7419,Beauty,0.24,5,Air,Product_7419,Beauty,3,3
7420,Electronics,1.77,5,Air,Product_7420,Electronics,3,3
7421,Furniture,40.75,5,Road,Product_7421,Furniture,3,3
7422,Electronics,1.57,5,Air,Product_7422,Electronics,3,3
7423,Home Decor,2.71,5,Air,Product_7423,Home Decor,3,3
7424,Home Decor,2.61,5,Road,Product_7424,Home Decor,3,3
7425,Clothing,1.13,3,Air,Product_7425,Clothing,3,3
7426,Clothing,0.22,2,Air,Product_7426,Clothing,3,3
7427,Beauty,0.2,5,Air,Product_7427,Beauty,3,3
7428,Clothing,0.28,1,Air,Product_7428,Clothing,3,3
7429,Furniture,68.11,5,Road,Product_7429,Furniture,3,3
7430,Clothing,0.29,1,Air,Product_7430,Clothing,3,3
7431,Electronics,0.34,5,Air,Product_7431,Electronics,3,3
7432,Furniture,12.75,5,Road,Product_7432,Furniture,3,3
7433,Clothing,0.25,2,Road,Product_7433,Clothing,3,3
7434,Electronics,0.2,5,Air,Product_7434,Electronics,3,3
7435,Furniture,15.22,5,Road,Product_7435,Furniture,3,3
7436,Electronics,0.32,5,Road,Product_7436,Electronics,3,3
7437,Home Decor,2.1,5,Air,Product_7437,Home Decor,3,3
7438,Furniture,12.92,5,Road,Product_7438,Furniture,3,3
7439,Furniture,45.61,5,Road,Product_7439,Furniture,3,3
7440,Electronics,2.49,5,Road,Product_7440,Electronics,3,3
7441,Furniture,15.42,5,Road,Product_7441,Furniture,3,3
7442,Electronics,0.3,5,Road,Product_7442,Electronics,3,3
7443,Electronics,0.34,5,Air,Product_7443,Electronics,3,3
7444,Clothing,0.18,2,Air,Product_7444,Clothing,3,3
7445,Electronics,18.52,5,Road,Product_7445,Electronics,3,3
7446,Electronics,2.38,5,Air,Product_7446,Electronics,3,3
7447,Furniture,10.86,5,Road,Product_7447,Furniture,3,3
7448,Electronics,0.24,5,Air,Product_7448,Electronics,3,3
7449,Furniture,10.71,4,Road,Product_7449,Furniture,3,3
7450,Furniture,10.23,5,Road,Product_7450,Furniture,3,3
7451,Electronics,0.31,5,Air,Product_7451,Electronics,3,3
7452,Clothing,0.98,4,Road,Product_7452,Clothing,3,3
7453,Clothing,1.66,3,Air,Product_7453,Clothing,3,3
7454,Electronics,2.44,5,Air,Product_7454,Electronics,3,3
7455,Beauty,0.65,4,Air,Product_7455,Beauty,3,3
7456,Electronics,18.61,5,Road,Product_7456,Electronics,3,3
7457,Clothing,0.18,1,Air,Product_7457,Clothing,3,3
7458,Beauty,0.25,5,Air,Product_7458,Beauty,3,3
7459,Beauty,0.61,3,Air,Product_7459,Beauty,3,3
7460,Electronics,0.13,4,Air,Product_7460,Electronics,3,3
7461,Home Decor,2.6,5,Road,Product_7461,Home Decor,3,3
7462,Furniture,11.52,4,Road,Product_7462,Furniture,3,3
7463,Clothing,0.24,2,Road,Product_7463,Clothing,3,3
7464,Furniture,14.44,5,Road,Product_7464,Furniture,3,3
7465,Home Decor,1.3,5,Road,Product_7465,Home Decor,3,3
7466,Furniture,12.43,5,Road,Product_7466,Furniture,3,3
7467,Beauty,0.63,5,Air,Product_7467,Beauty,3,3
7468,Furniture,14.22,5,Road,Product_7468,Furniture,3,3
7469,Clothing,1.84,4,Road,Product_7469,Clothing,3,3
7470,Furniture,71.58,5,Road,Product_7470,Furniture,3,3
7471,Beauty,0.56,5,Road,Product_7471,Beauty,3,3
7472,Electronics,0.14,5,Air,Product_7472,Electronics,3,3
7473,Clothing,1.76,4,Road,Product_7473,Clothing,3,3
7474,Electronics,0.12,5,Air,Product_7474,Electronics,3,3
7475,Clothing,0.99,4,Air,Product_7475,Clothing,3,3
7476,Beauty,0.45,5,Road,Product_7476,Beauty,3,3
7477,Clothing,0.91,5,Air,Product_7477,Clothing,3,3
7478,Furniture,52.73,5,Road,Product_7478,Furniture,3,3
7479,Clothing,0.26,1,Air,Product_7479,Clothing,3,3
7480,Clothing,1.65,3,Air,Product_7480,Clothing,3,3
7481,Electronics,2.18,5,Air,Product_7481,Electronics,3,3
7482,Electronics,22.43,5,Road,Product_7482,Electronics,3,3
7483,Electronics,2.04,5,Air,Product_7483,Electronics,3,3
7484,Beauty,0.44,5,Air,Product_7484,Beauty,3,3
7485,Electronics,21.71,5,Road,Product_7485,Electronics,3,3
7486,Clothing,1.94,4,Air,Product_7486,Clothing,3,3
7487,Clothing,0.2,2,Air,Product_7487,Clothing,3,3
7488,Beauty,0.48,5,Air,Product_7488,Beauty,3,3
7489,Furniture,13.74,5,Road,Product_7489,Furniture,3,3
7490,Beauty,0.31,5,Air,Product_7490,Beauty,3,3
7491,Clothing,0.26,2,Road,Product_7491,Clothing,3,3
7492,Beauty,0.22,5,Road,Product_7492,Beauty,3,3
7493,Furniture,12.45,5,Road,Product_7493,Furniture,3,3
7494,Clothing,1.81,3,Road,Product_7494,Clothing,3,3
7495,Furniture,14.28,5,Road,Product_7495,Furniture,3,3
7496,Clothing,1.15,2,Air,Product_7496,Clothing,3,3
7497,Electronics,0.21,5,Air,Product_7497,Electronics,3,3
7498,Electronics,0.13,5,Air,Product_7498,Electronics,3,3
7499,Furniture,15.06,5,Road,Product_7499,Furniture,3,3
7500,Electronics,0.17,4,Air,Product_7500,Electronics,3,3
7501,Electronics,0.15,5,Air,Product_7501,Electronics,3,3
7502,Furniture,16.43,5,Road,Product_7502,Furniture,3,3
7503,Clothing,0.22,1,Road,Product_7503,Clothing,3,3
7504,Home Decor,2.93,5,Air,Product_7504,Home Decor,3,3
7505,Home Decor,2.34,5,Air,Product_7505,Home Decor,3,3
7506,Furniture,79.41,5,Road,Product_7506,Furniture,3,3
7507,Electronics,1.94,5,Air,Product_7507,Electronics,3,3
7508,Beauty,0.88,3,Air,Product_7508,Beauty,3,3
7509,Home Decor,1.6,5,Air,Product_7509,Home Decor,3,3
7510,Clothing,1.57,3,Air,Product_7510,Clothing,3,3
7511,Furniture,16.11,5,Road,Product_7511,Furniture,3,3
7512,Beauty,0.26,5,Air,Product_7512,Beauty,3,3
7513,Electronics,0.18,5,Air,Product_7513,Electronics,3,3
7514,Clothing,1.28,3,Road,Product_7514,Clothing,3,3
7515,Clothing,1.19,4,Air,Product_7515,Clothing,3,3
7516,Clothing,1.77,2,Road,Product_7516,Clothing,3,3
7517,Beauty,0.92,4,Road,Product_7517,Beauty,3,3
7518,Beauty,0.79,3,Air,Product_7518,Beauty,3,3
7519,Clothing,1.21,4,Road,Product_7519,Clothing,3,3
7520,Beauty,0.53,3,Road,Product_7520,Beauty,3,3
7521,Clothing,0.22,1,Air,Product_7521,Clothing,3,3
7522,Clothing,0.22,1,Air,Product_7522,Clothing,3,3
7523,Clothing,0.28,1,Air,Product_7523,Clothing,3,3
7524,Beauty,0.73,4,Air,Product_7524,Beauty,3,3
7525,Beauty,0.46,5,Air,Product_7525,Beauty,3,3
7526,Electronics,2.24,5,Air,Product_7526,Electronics,3,3
7527,Beauty,0.74,5,Road,Product_7527,Beauty,3,3
7528,Electronics,0.1,5,Road,Product_7528,Electronics,3,3
7529,Furniture,58.4,5,Road,Product_7529,Furniture,3,3
7530,Electronics,24.79,5,Road,Product_7530,Electronics,3,3
7531,Furniture,11.59,4,Road,Product_7531,Furniture,3,3
7532,Beauty,0.26,5,Air,Product_7532,Beauty,3,3
7533,Home Decor,1.89,5,Air,Product_7533,Home Decor,3,3
7534,Electronics,0.21,5,Road,Product_7534,Electronics,3,3
7535,Electronics,1.58,5,Air,Product_7535,Electronics,3,3
7536,Furniture,12.07,5,Road,Product_7536,Furniture,3,3
7537,Clothing,1.47,3,Air,Product_7537,Clothing,3,3
7538,Beauty,0.46,5,Air,Product_7538,Beauty,3,3
7539,Furniture,10.63,5,Road,Product_7539,Furniture,3,3
7540,Electronics,0.32,5,Road,Product_7540,Electronics,3,3
