material_id,material_type,tensile_strength_mpa,weight_capacity_kg,density_g_cm3,biodegradability_score,biodegradation_time_days,co2_emission_score,recyclability_percentage,production_cost_per_kg
3737,Blended Starch,65.38,45.02,1.29,68.24,360.16,87.63,37.03,1101.2
3738,Maleic Anhydride Grafted (MAG) Polymers,73.28,82.56,0.95,83.73,985.92,68.28,72.53,905.66
3739,Poly(3-hydroxybutyrate) (PHB),73.52,117.89,1.02,63.42,1089.36,66.26,68.66,254.72
3740,Polybutylene Adipate Terephthalate (PBAT),57.94,99.4,0.98,57.48,729.45,81.72,89.53,750.31
3741,Paper-based Composite,86.84,90.78,1.04,53.79,344.7,63.36,53.94,584.04
3742,Gelatin,79.15,81.94,1.3,66.39,976.43,91.55,34.7,948.58
3743,Poly(3-hydroxybutyrate) (PHB),73.8,71.93,1.35,71.3,910.1,78.15,60.81,790.93
3744,Maleic Anhydride Grafted (MAG) Polymers,11.7,40.11,1.21,78.72,1008.84,64.6,97.9,925.2
3745,Polylactic Acid (PLA) Blends,7.39,114.88,1.33,66.41,385.96,82.83,86.1,380.44
3746,PHA (Polyhydroxyalkanoates),25.59,46.65,1.11,99.24,269.82,97.48,34.3,637.07
3747,Natural Fiber Composite,65.52,30.05,1.07,66.36,577.99,57.96,91.48,632.1
3748,Polylactic Acid (PLA) Blends,43.18,99.6,1.12,73.45,1057.57,59.21,64.07,1180.97
3749,Alginate,42.41,38.95,0.96,57.41,186.81,92.85,56.8,219.11
3750,Mycelium-based Material,85.09,59.68,1.39,64.88,668.59,59.22,55.58,1016.04
3751,Hemp Fiber Composite,86.06,23.4,1.35,54.8,133.68,56.0,72.47,297.11
3752,Cellulose Acetate,87.27,34.88,1.0,79.08,359.19,70.14,68.08,280.38
3753,Polybutylene Succinate (PBS),34.57,38.7,1.33,88.18,185.46,75.58,76.65,528.18
3754,Polylactic Acid (PLA) Blends,67.96,26.16,1.04,61.8,138.22,80.28,71.01,900.77
3755,Mycelium-based Material,30.83,89.75,1.1,69.98,1081.73,77.43,41.79,878.45
3756,Recycled HDPE,23.65,108.79,1.08,53.29,176.52,96.02,49.49,827.88
3757,Polycaprolactone (PCL),23.13,59.83,1.24,92.38,276.11,89.4,89.19,974.55
3758,Polycaprolactone (PCL),37.07,112.76,0.96,89.55,235.4,99.26,77.1,432.38
3759,Recycled HDPE,44.84,42.94,1.22,55.5,972.78,76.02,62.49,833.84
3760,Recycled HDPE,80.34,54.77,1.28,69.83,440.49,58.06,44.42,838.04
3761,Polybutylene Succinate (PBS),17.39,36.33,1.14,97.88,101.15,97.96,32.52,854.34
3762,Recycled PP,71.84,85.93,1.2,71.12,589.38,54.39,53.21,794.45
3763,Maleic Anhydride Grafted (MAG) Polymers,53.83,64.74,1.24,77.49,206.69,89.75,35.73,421.52
3764,PLA (Polylactic Acid),32.27,85.17,1.32,69.37,752.02,55.63,64.8,1114.3
3765,Nano-cellulose Composite,50.41,100.84,1.39,80.82,486.96,89.06,87.88,1176.0
3766,Starch-based Polymer,33.33,78.03,1.36,98.96,653.75,97.16,51.41,889.19
3767,Polylactic Acid (PLA) Blends,59.55,86.68,1.01,99.88,1041.13,72.03,89.65,644.08
3768,Recycled PET (rPET),45.19,119.16,0.96,89.3,698.45,65.24,79.91,737.19
3769,PHA (Polyhydroxyalkanoates),21.33,51.99,1.32,71.7,102.72,64.56,40.52,308.37
3770,Recycled PP,17.1,58.33,1.26,75.99,867.61,76.72,75.83,563.4
3771,PLA (Polylactic Acid),55.18,96.19,0.97,69.44,889.39,62.03,42.31,1176.13
3772,Hemp Fiber Composite,86.67,84.96,0.99,99.31,980.96,85.02,76.53,747.72
3773,Cork Composite,37.23,39.26,1.07,86.12,435.48,71.07,41.7,760.63
3774,Polybutylene Succinate (PBS),71.67,60.13,1.16,73.82,267.23,69.0,58.69,1153.98
3775,Alginate,65.09,69.81,1.39,53.08,619.42,75.33,70.53,1086.35
3776,Starch-based Polymer,89.25,64.69,1.06,77.22,695.32,79.05,35.43,768.72
3777,Hemp Fiber Composite,79.46,39.23,0.99,99.24,593.73,60.7,42.42,468.99
3778,Natural Fiber Composite,56.94,118.02,1.03,77.35,825.67,86.62,53.79,316.93
3779,Jute Fiber Composite,64.95,100.9,1.24,61.17,568.1,94.64,63.44,1063.65
3780,Starch-based Polymer,86.31,71.24,1.07,53.55,1056.5,66.93,90.38,1120.09
3781,Nano-cellulose Composite,42.15,92.22,1.36,69.35,433.31,62.46,44.73,694.28
3782,Coconut Coir Composite,35.71,115.15,1.13,96.12,152.31,89.03,55.63,294.55
3783,Polybutylene Succinate (PBS),7.74,34.79,0.98,99.84,517.26,62.61,64.35,806.22
3784,Thermoplastic Starch (TPS),79.95,46.85,0.94,97.4,347.99,56.09,52.11,567.46
3785,PLA (Polylactic Acid),77.69,77.71,1.15,87.15,193.15,82.56,74.55,357.86
3786,Recycled LDPE,16.03,104.78,1.33,79.01,616.86,65.18,49.45,1119.14
3787,Mycelium-based Material,57.85,24.24,1.2,80.56,427.17,62.07,84.52,439.45
3788,Polycaprolactone (PCL),47.86,124.31,1.19,78.1,237.32,99.16,66.35,911.16
3789,Paper-based Composite,17.29,68.44,1.22,86.08,650.41,67.57,37.87,629.38
3790,Bagasse Fiber Composite,93.59,58.34,1.37,72.4,785.55,95.58,74.64,1027.92
3791,Cork Composite,25.79,51.32,1.32,84.29,234.64,62.36,70.71,900.83
3792,Recycled PET (rPET),12.73,38.82,1.25,58.28,993.01,91.71,55.02,323.16
3793,Polybutylene Succinate (PBS),59.44,103.99,1.35,65.12,631.77,77.19,32.76,649.61
3794,Polybutylene Fumarate (PBF),72.19,121.29,1.21,92.21,128.04,57.8,45.65,459.79
3795,PLA (Polylactic Acid),9.65,64.09,1.17,95.43,540.0,87.8,59.59,913.58
3796,Recycled PET (rPET),65.1,120.98,0.91,78.1,761.34,95.06,45.59,744.69
3797,PHA (Polyhydroxyalkanoates),53.9,107.39,1.14,54.0,47.13,61.67,71.27,540.18
3798,Blended Starch,15.92,71.2,0.92,96.53,121.02,87.43,80.44,529.46
3799,Alginate,22.05,91.58,1.29,85.85,816.76,74.58,90.21,314.49
3800,Starch-based Polymer,57.06,66.34,0.91,72.17,314.22,88.73,75.99,413.82
3801,Blended Starch,33.02,79.41,0.92,80.92,409.94,86.9,78.85,913.47
3802,Polycaprolactone (PCL),89.85,26.54,0.92,72.91,368.75,55.42,73.37,809.9
3803,Maleic Anhydride Grafted (MAG) Polymers,79.26,93.93,1.1,74.6,395.01,62.39,99.01,555.6
3804,Polybutylene Succinate (PBS),93.86,25.99,1.21,94.62,592.52,75.77,49.75,1036.12
3805,PLA (Polylactic Acid),29.77,106.69,1.36,60.15,136.72,96.96,50.11,684.41
3806,Recycled LDPE,92.63,107.52,1.13,57.42,910.75,69.87,40.59,994.43
3807,Polybutylene Fumarate (PBF),44.96,45.44,1.31,52.63,361.4,83.0,65.03,981.18
3808,Coconut Coir Composite,37.55,54.59,1.16,67.42,822.21,54.75,38.54,1048.0
3809,Polybutylene Adipate Terephthalate (PBAT),11.24,71.23,1.0,59.5,716.82,86.77,50.37,1049.77
3810,Polylactic Acid (PLA) Blends,11.45,83.41,1.35,62.95,801.76,81.82,64.82,879.06
3811,Bagasse Fiber Composite,68.04,50.75,1.28,53.03,651.93,86.97,97.12,949.42
3812,Blended Starch,47.32,82.97,1.21,63.29,476.5,95.63,97.54,976.91
3813,Maleic Anhydride Grafted (MAG) Polymers,26.83,51.85,1.35,68.3,90.45,60.91,82.57,369.16
3814,Thermoplastic Starch (TPS),61.13,26.27,1.28,54.0,493.52,66.18,58.47,500.24
3815,Blended Starch,29.17,20.68,0.98,81.38,41.96,99.81,90.83,304.24
3816,Polybutylene Succinate (PBS),57.92,31.09,0.97,79.52,30.06,61.36,91.53,389.37
3817,Alginate,38.58,104.06,1.1,57.11,294.16,87.2,93.89,978.29
3818,Mycelium-based Material,79.69,121.93,0.99,80.76,867.2,87.41,75.52,1147.11
3819,Polybutylene Succinate (PBS),79.44,65.49,1.09,99.94,282.44,85.48,45.72,873.64
3820,Thermoplastic Starch (TPS),49.04,74.54,0.99,97.36,797.87,64.62,38.19,1086.05
3821,Bagasse Fiber Composite,37.84,35.92,1.36,52.63,617.53,64.05,94.2,517.98
3822,Recycled LDPE,38.88,78.59,1.05,90.28,799.52,84.72,35.78,1045.8
3823,Paper-based Composite,78.11,35.68,1.33,69.3,167.55,62.73,52.12,538.79
3824,Blended Starch,35.83,84.95,1.07,55.52,283.08,84.5,65.11,1094.17
3825,Thermoplastic Starch (TPS),25.29,118.95,0.93,66.56,753.39,76.76,33.49,998.05
3826,Mycelium-based Material,14.28,41.07,1.27,67.78,870.83,71.91,93.67,1183.6
3827,Cork Composite,48.1,101.14,1.22,77.35,643.81,67.95,51.52,1027.27
3828,Paper-based Composite,49.46,22.89,1.32,83.9,53.4,97.6,33.94,598.21
3829,Polylactic Acid (PLA) Blends,81.23,60.06,1.34,88.08,1048.88,77.47,99.56,310.08
3830,PHA (Polyhydroxyalkanoates),26.37,32.1,1.29,64.18,833.8,79.91,53.17,1074.27
3831,Hemp Fiber Composite,40.51,57.63,1.32,67.78,1082.5,97.68,91.62,771.19
3832,PHA (Polyhydroxyalkanoates),78.35,38.73,1.08,67.15,520.99,84.15,62.84,1058.14
3833,PLA (Polylactic Acid),79.7,59.83,1.06,69.73,39.09,98.07,77.09,587.13
3834,Polylactic Acid (PLA) Blends,40.83,64.5,1.12,99.98,287.94,59.07,48.39,228.95
3835,Mycelium-based Material,47.43,52.15,1.35,89.45,115.56,92.98,66.2,252.42
3836,Cellulose Acetate,33.63,89.74,1.29,98.81,1003.09,69.56,49.52,870.5
3837,Starch-based Polymer,89.34,117.43,1.21,85.42,700.1,91.32,96.67,314.46
3838,Polybutylene Fumarate (PBF),17.28,62.71,1.07,71.8,595.56,93.39,36.14,945.46
3839,Recycled LDPE,89.44,40.72,1.28,71.01,363.99,66.63,50.68,619.44
3840,Maleic Anhydride Grafted (MAG) Polymers,67.32,49.0,0.99,75.71,278.48,72.92,92.73,763.11
3841,Polycaprolactone (PCL),53.84,110.58,1.19,72.3,834.31,87.45,64.64,1001.21
3842,Recycled HDPE,9.67,80.77,1.25,91.85,307.13,58.74,72.81,453.07
3843,Jute Fiber Composite,48.88,68.45,0.92,74.59,700.89,88.8,76.32,612.9
3844,Gelatin,42.88,36.21,1.18,66.54,473.97,59.26,36.82,929.56
3845,PLA (Polylactic Acid),21.05,67.9,1.39,89.31,678.28,96.08,33.21,1118.43
3846,Recycled PP,64.89,49.82,1.1,93.08,549.59,66.86,95.77,490.3
3847,Bagasse Fiber Composite,92.76,120.0,1.29,72.47,246.03,80.56,50.46,822.72
3848,Gelatin,56.55,113.76,1.26,84.22,307.57,59.57,57.86,1151.21
3849,Cellulose Acetate,70.06,29.27,0.93,55.29,991.21,66.54,78.38,848.85
3850,Polylactic Acid (PLA) Blends,12.84,74.96,0.91,77.65,38.63,72.7,48.07,1092.79
3851,Thermoplastic Starch (TPS),43.76,44.17,1.29,54.64,163.32,76.51,81.85,1139.73
3852,Alginate,17.08,63.78,0.99,53.89,236.77,54.2,63.16,1129.34
3853,Polycaprolactone (PCL),61.03,113.0,1.06,81.61,63.56,94.9,90.25,958.48
3854,Polylactic Acid (PLA) Blends,89.86,76.11,1.18,66.91,519.73,54.55,50.94,752.1
3855,Polybutylene Adipate Terephthalate (PBAT),65.37,55.7,1.16,87.77,544.53,89.63,45.86,296.75
3856,Polylactic Acid (PLA) Blends,13.58,42.36,0.98,95.06,325.59,75.75,88.55,422.71
3857,Cellulose Acetate,38.18,104.92,0.93,59.12,517.29,78.19,54.19,455.77
3858,Recycled PET (rPET),55.53,86.35,1.23,86.91,687.28,63.74,60.01,233.26
3859,Cork Composite,42.48,69.83,1.33,76.94,128.86,82.02,85.97,301.92
3860,Thermoplastic Starch (TPS),80.58,43.37,1.39,57.83,508.17,78.81,75.22,494.76
3861,Starch-based Polymer,78.9,55.7,1.18,83.45,291.82,61.72,62.04,290.74
3862,Mycelium-based Material,60.95,121.76,1.18,81.45,698.29,65.11,48.99,369.54
3863,Gelatin,39.84,75.33,1.27,76.99,964.43,57.26,83.97,254.42
3864,Polycaprolactone (PCL),29.38,62.72,1.02,96.51,894.56,57.24,44.27,616.53
3865,Polylactic Acid (PLA) Blends,16.15,75.47,1.28,77.25,541.57,54.83,95.12,1021.33
3866,Bagasse Fiber Composite,38.2,102.66,0.98,99.55,97.46,64.3,42.22,1012.24
3867,Starch-based Polymer,43.36,56.32,1.2,76.69,724.08,85.33,86.74,1104.89
3868,Chitosan,66.61,39.28,1.39,58.0,1090.6,68.68,60.85,945.6
3869,Recycled LDPE,65.05,82.17,1.09,74.85,705.88,69.9,44.65,444.44
3870,Blended Starch,12.99,90.65,1.11,61.16,61.06,60.24,59.36,902.39
3871,Hemp Fiber Composite,41.77,95.67,1.31,80.86,165.28,80.56,47.07,953.82
3872,Jute Fiber Composite,22.87,113.54,1.17,85.42,403.2,69.87,41.25,743.11
3873,Starch-based Polymer,20.66,59.6,1.35,74.75,836.55,85.18,48.26,1007.01
3874,Polylactic Acid (PLA) Blends,80.02,28.37,1.02,57.14,225.92,88.16,90.98,271.27
3875,Polybutylene Succinate (PBS),10.49,121.6,1.28,74.76,84.4,80.98,39.2,794.78
3876,Gelatin,43.89,66.34,1.36,56.37,597.7,66.84,98.13,679.89
3877,Starch-based Polymer,21.67,86.22,1.14,84.9,434.6,77.49,32.34,1005.21
3878,Chitosan,84.63,90.77,1.23,90.04,303.22,65.74,76.76,327.96
3879,Coconut Coir Composite,56.09,78.12,1.18,98.21,358.65,95.55,90.24,412.62
3880,Poly(3-hydroxybutyrate) (PHB),27.26,42.08,1.2,59.57,1002.9,89.3,95.51,758.69
3881,Maleic Anhydride Grafted (MAG) Polymers,51.26,100.15,1.23,77.79,725.48,76.78,41.79,1147.21
3882,Coconut Coir Composite,71.54,105.28,1.02,79.46,1013.25,98.42,79.48,283.2
3883,Blended Starch,91.6,78.8,1.04,96.32,132.65,79.24,39.3,943.38
3884,Polylactic Acid (PLA) Blends,26.3,72.0,1.07,82.3,368.86,69.25,55.98,405.4
3885,Mycelium-based Material,85.23,32.44,0.99,59.41,580.85,58.57,81.77,305.45
3886,Coconut Coir Composite,89.49,29.27,1.33,73.23,735.65,79.1,55.53,594.77
3887,Cellulose Acetate,87.91,56.26,1.05,83.6,482.96,93.61,53.31,783.05
3888,Starch-based Polymer,63.03,53.23,1.19,85.76,136.13,93.9,39.89,1027.02
3889,Polyhydroxyvalerate (PHV),62.54,121.11,0.96,93.5,736.08,81.89,36.52,834.69
3890,Gelatin,42.48,103.15,1.17,61.07,1034.37,72.22,39.84,691.67
3891,Polyhydroxyvalerate (PHV),73.39,90.09,1.16,97.7,1003.88,83.98,91.53,485.67
3892,Jute Fiber Composite,53.82,75.07,1.15,55.31,332.21,89.11,32.76,492.55
3893,Poly(3-hydroxybutyrate) (PHB),66.75,38.08,1.19,99.23,929.49,73.05,79.11,970.58
3894,Paper-based Composite,44.71,123.73,0.94,93.24,800.24,76.01,84.27,314.06
3895,Cork Composite,71.54,60.01,1.39,83.86,703.18,85.37,70.62,346.47
3896,Thermoplastic Starch (TPS),79.77,31.7,1.35,87.41,1013.34,94.35,81.69,919.74
3897,Starch-based Polymer,19.74,72.55,1.0,55.95,48.41,90.43,76.35,1161.04
3898,Starch-based Polymer,80.52,112.7,1.23,54.47,1057.9,55.23,62.98,320.23
3899,Bagasse Fiber Composite,54.61,114.1,1.24,57.33,1026.14,59.9,58.02,809.43
3900,PHA (Polyhydroxyalkanoates),81.56,21.57,0.95,56.65,1008.8,93.26,96.01,439.19
3901,Paper-based Composite,44.96,113.99,0.95,78.5,599.5,92.39,98.09,225.76
3902,Polybutylene Adipate Terephthalate (PBAT),40.34,49.08,1.15,62.73,135.36,72.01,76.29,1032.27
3903,Recycled PP,87.79,24.53,1.34,93.36,556.36,80.96,45.42,708.6
3904,Polylactic Acid (PLA) Blends,29.02,109.93,0.91,73.67,888.61,95.69,62.46,223.89
3905,Recycled HDPE,81.52,111.63,1.05,85.54,476.54,95.95,65.76,1095.45
3906,Nano-cellulose Composite,49.63,83.37,1.35,83.51,282.44,90.07,83.54,735.69
3907,Natural Fiber Composite,52.29,81.06,1.06,67.69,987.81,63.8,77.41,937.07
3908,Gelatin,34.09,106.27,0.98,64.05,285.34,87.65,67.01,623.5
3909,Hemp Fiber Composite,57.51,103.44,1.08,68.77,1037.56,58.83,78.26,384.88
3910,Starch-based Polymer,35.57,114.4,1.35,90.34,275.58,95.14,33.64,665.57
3911,Recycled HDPE,10.26,78.77,1.05,80.35,282.85,61.03,84.81,487.67
3912,Paper-based Composite,30.86,122.58,1.1,64.54,918.94,84.54,46.39,496.74
3913,Recycled HDPE,7.34,125.59,1.03,91.35,256.74,82.15,76.64,843.88
3914,Polylactic Acid (PLA) Blends,93.39,32.72,1.03,55.1,400.59,89.78,39.75,294.08
3915,Cellulose Acetate,92.28,110.11,1.1,85.71,621.78,79.46,39.78,597.01
3916,Blended Starch,41.76,73.19,1.0,73.36,768.52,56.93,34.42,746.65
3917,Cellulose Acetate,71.26,61.33,1.21,87.24,186.23,86.53,93.9,909.86
3918,Coconut Coir Composite,37.39,85.14,1.05,96.55,848.59,71.75,73.11,832.9
3919,Natural Fiber Composite,66.19,26.32,1.21,88.13,507.71,68.87,56.61,1086.25
3920,Natural Fiber Composite,78.08,73.89,1.21,73.49,983.47,99.62,85.57,1192.38
3921,Natural Fiber Composite,90.6,112.37,1.35,59.67,728.24,81.24,74.57,1137.42
3922,Coconut Coir Composite,42.21,42.95,1.18,90.8,275.7,86.75,74.17,964.15
3923,Bagasse Fiber Composite,76.13,65.43,1.32,74.38,408.84,78.31,65.12,886.02
3924,Cork Composite,30.32,119.61,1.26,56.08,878.66,89.46,32.54,235.43
3925,Starch-based Polymer,94.45,65.66,0.98,86.66,381.91,88.64,49.58,733.5
3926,Paper-based Composite,9.06,58.25,0.95,66.36,169.09,84.3,39.42,863.72
3927,Polybutylene Succinate (PBS),60.21,66.93,1.34,54.82,1070.26,99.9,77.04,612.94
3928,Polyhydroxyvalerate (PHV),65.17,75.26,0.93,95.38,1030.2,75.26,48.91,584.8
3929,Polybutylene Succinate (PBS),67.69,87.14,1.02,75.45,337.1,86.54,62.61,742.53
3930,Recycled PET (rPET),17.44,104.96,1.24,65.85,419.26,90.74,56.03,1106.64
3931,Polyhydroxyvalerate (PHV),89.87,68.15,1.22,86.53,957.1,71.42,41.74,460.93
3932,Recycled LDPE,22.82,106.73,1.35,94.58,33.62,75.14,97.17,599.05
3933,Bagasse Fiber Composite,61.91,76.77,1.03,52.51,441.71,98.59,95.47,853.09
3934,Cellulose Acetate,26.49,56.15,1.03,85.17,88.93,55.68,37.75,386.01
3935,Polylactic Acid (PLA) Blends,33.98,89.88,1.08,88.93,951.96,69.56,88.26,1034.9
3936,Recycled PP,55.16,96.19,1.4,62.47,534.48,76.47,65.21,866.07
3937,Coconut Coir Composite,43.71,79.33,0.93,75.76,1085.08,54.27,84.61,552.26
3938,Coconut Coir Composite,20.96,26.39,1.07,56.74,238.51,95.38,42.28,922.17
3939,Thermoplastic Starch (TPS),21.91,38.35,0.95,87.97,381.61,67.31,40.99,479.35
3940,Polyhydroxyvalerate (PHV),43.8,50.53,1.29,92.75,214.86,66.0,92.57,974.46
3941,Alginate,73.82,50.25,1.03,57.64,54.69,91.77,93.05,270.69
3942,Alginate,86.28,91.52,0.93,91.28,1030.17,66.93,63.68,626.75
3943,Polycaprolactone (PCL),14.23,22.35,1.15,89.15,844.37,84.32,91.17,461.64
3944,Cellulose Acetate,41.58,100.2,1.22,68.98,910.9,91.82,77.39,1016.7
3945,Mycelium-based Material,15.65,48.43,1.32,85.29,443.43,90.5,44.58,952.75
3946,Hemp Fiber Composite,8.25,53.15,0.91,52.5,1008.21,90.01,54.37,1041.86
3947,Thermoplastic Starch (TPS),65.36,76.15,1.28,96.76,124.74,58.26,41.25,851.56
3948,Gelatin,60.11,43.21,0.97,78.64,168.54,57.86,84.63,995.32
3949,Polylactic Acid (PLA) Blends,21.21,113.8,1.28,81.97,502.9,68.25,99.0,638.79
3950,Coconut Coir Composite,27.48,29.42,0.98,84.07,182.74,55.85,69.15,878.06
3951,Nano-cellulose Composite,8.88,67.33,1.05,79.17,153.98,77.12,76.6,231.12
3952,Cellulose Acetate,80.7,110.1,0.93,93.2,592.07,72.28,82.73,1080.72
3953,Recycled PP,93.07,85.44,1.09,81.46,241.41,79.71,47.25,884.77
3954,Polybutylene Fumarate (PBF),18.77,51.28,1.02,95.62,893.48,67.88,54.85,1066.1
3955,Maleic Anhydride Grafted (MAG) Polymers,27.27,64.84,0.96,80.16,984.28,76.45,60.04,970.86
3956,Cork Composite,83.66,95.03,1.05,60.63,772.81,69.53,72.43,486.38
3957,PLA (Polylactic Acid),88.8,123.18,0.9,95.89,280.69,63.14,89.83,472.88
3958,Gelatin,43.93,114.72,1.34,84.88,859.88,83.94,49.29,999.64
3959,Poly(3-hydroxybutyrate) (PHB),11.26,56.57,1.12,85.71,83.33,85.04,64.02,384.71
3960,Recycled HDPE,10.27,125.81,1.12,99.31,706.87,92.18,83.1,310.66
3961,Poly(3-hydroxybutyrate) (PHB),57.59,20.78,1.23,56.07,1016.72,94.26,37.94,215.04
3962,Alginate,41.56,23.33,0.98,72.86,665.49,86.46,66.88,498.43
3963,Gelatin,9.32,107.4,1.33,63.86,1009.6,85.69,41.82,299.27
3964,Cork Composite,58.42,41.47,0.95,82.45,715.61,56.8,68.66,1001.69
3965,Paper-based Composite,7.78,26.83,1.11,90.82,868.47,59.23,84.21,684.54
3966,Hemp Fiber Composite,76.49,45.45,1.27,98.4,512.35,91.42,48.11,452.52
3967,Recycled PP,33.91,65.4,1.11,74.09,697.91,64.87,89.76,802.09
3968,Seaweed/Kelp-based Polymer,10.34,97.55,1.08,89.85,83.59,70.48,54.77,270.35
3969,Polylactic Acid (PLA) Blends,58.87,86.33,1.21,96.06,60.5,60.85,44.97,926.12
3970,Polyhydroxyvalerate (PHV),41.99,45.5,1.33,84.96,173.03,63.14,63.64,701.39
3971,Starch-based Polymer,92.99,73.55,1.24,64.03,587.4,89.71,91.57,206.48
3972,Natural Fiber Composite,54.96,118.21,0.98,81.37,888.02,66.19,36.69,519.22
3973,Cellulose Acetate,31.15,106.47,1.21,98.57,916.99,74.77,54.27,950.19
3974,Mycelium-based Material,69.59,54.54,1.38,99.41,1037.62,61.15,76.42,388.12
3975,Recycled PP,30.82,124.13,1.16,83.01,335.64,85.25,56.32,1161.88
3976,Polyhydroxyvalerate (PHV),86.83,95.23,1.07,94.63,1007.93,87.55,36.82,1096.63
3977,Coconut Coir Composite,39.95,27.0,1.21,62.02,901.15,70.77,54.58,978.24
3978,Coconut Coir Composite,55.46,24.12,0.93,64.19,456.44,90.14,87.83,278.55
3979,Polyhydroxyvalerate (PHV),11.26,38.19,1.28,97.76,454.9,65.19,97.83,553.84
3980,Poly(3-hydroxybutyrate) (PHB),44.5,97.26,1.06,58.92,865.63,85.89,34.7,498.2
3981,Recycled LDPE,80.47,39.81,0.93,61.58,665.78,87.63,70.71,337.63
3982,Coconut Coir Composite,78.1,74.42,1.25,72.48,676.09,98.56,39.16,1199.62
3983,PLA (Polylactic Acid),26.64,30.26,0.98,80.51,337.39,64.84,78.27,347.2
3984,PHA (Polyhydroxyalkanoates),26.79,117.65,0.97,81.18,879.69,58.49,32.54,515.33
3985,Starch-based Polymer,79.14,56.73,1.03,66.37,743.98,66.25,33.0,1080.14
3986,Recycled PET (rPET),89.15,116.3,1.05,96.23,181.61,59.83,84.83,344.39
3987,Cork Composite,15.22,120.18,1.13,95.97,511.5,61.97,37.06,669.53
3988,Bagasse Fiber Composite,46.62,21.06,1.31,71.12,441.41,69.5,52.75,1175.69
3989,Cork Composite,36.65,69.42,1.36,73.13,1029.05,73.16,97.15,447.29
3990,Recycled PET (rPET),83.86,23.01,0.91,85.87,587.0,95.59,99.0,903.06
3991,Polyhydroxyvalerate (PHV),14.17,116.36,1.06,83.99,186.78,63.16,42.98,280.04
3992,Poly(3-hydroxybutyrate) (PHB),25.47,75.15,1.18,70.66,973.0,98.71,70.14,800.87
3993,Polylactic Acid (PLA) Blends,73.4,28.32,1.1,72.18,215.92,91.31,70.02,539.05
3994,Blended Starch,11.32,32.05,1.32,69.03,680.13,94.57,62.76,899.56
3995,Recycled LDPE,50.38,60.9,0.95,63.68,462.15,96.77,94.88,632.89
3996,Blended Starch,45.92,119.69,1.29,74.26,181.14,88.7,83.27,499.0
3997,Maleic Anhydride Grafted (MAG) Polymers,36.38,93.57,1.2,85.11,420.31,90.33,83.99,746.01
3998,Polycaprolactone (PCL),41.71,112.02,1.12,87.74,136.39,74.25,50.33,339.69
3999,Polybutylene Adipate Terephthalate (PBAT),53.7,59.1,1.2,89.5,599.61,77.58,61.53,1014.43
4000,Bagasse Fiber Composite,21.07,24.97,1.39,70.3,878.85,96.91,65.14,950.71
4001,Alginate,57.42,123.29,0.94,88.82,671.47,71.52,52.33,744.97
4002,Bagasse Fiber Composite,78.08,22.22,1.06,52.81,696.11,56.12,38.45,567.05
4003,Recycled PET (rPET),74.08,120.47,1.19,75.16,553.86,89.13,40.59,1115.23
4004,Gelatin,20.4,59.34,1.22,90.21,185.22,80.45,44.29,834.46
4005,Paper-based Composite,19.99,21.48,0.95,82.43,854.95,91.52,45.85,484.8
4006,Polybutylene Succinate (PBS),30.52,93.18,0.99,75.02,1093.52,57.66,48.47,1006.71
4007,Cellulose Acetate,38.75,123.95,0.94,83.12,292.23,82.65,49.37,835.02
4008,Recycled HDPE,42.94,122.37,1.19,95.58,1005.94,65.54,62.99,327.01
4009,Polybutylene Succinate (PBS),66.95,37.4,1.34,79.4,108.14,95.57,66.65,314.23
4010,Polybutylene Fumarate (PBF),11.8,39.55,1.37,90.49,394.3,59.23,53.0,1138.11
4011,Bagasse Fiber Composite,9.85,80.13,1.08,99.09,804.77,92.81,93.7,487.91
4012,Polybutylene Adipate Terephthalate (PBAT),41.48,87.7,1.04,86.01,845.91,58.26,69.61,863.48
4013,Polylactic Acid (PLA) Blends,68.5,98.49,0.92,79.73,957.49,55.35,85.55,236.43
4014,Polylactic Acid (PLA) Blends,23.9,39.53,1.11,54.28,855.88,64.97,94.85,756.5
4015,Recycled LDPE,63.57,121.67,0.9,70.29,507.54,69.45,43.09,431.13
4016,Recycled LDPE,29.78,87.85,1.32,79.36,501.11,82.9,61.1,339.63
4017,Jute Fiber Composite,85.23,109.85,1.14,90.37,43.23,60.23,61.46,973.5
4018,Polyhydroxyvalerate (PHV),86.08,77.44,1.39,73.31,1075.15,74.23,56.1,1009.54
4019,Paper-based Composite,33.1,64.15,1.02,98.1,615.83,63.56,32.61,915.21
4020,Poly(3-hydroxybutyrate) (PHB),27.14,123.59,1.15,65.41,806.02,93.37,87.49,211.19
4021,Jute Fiber Composite,43.19,81.88,1.31,87.87,262.22,56.26,39.59,484.91
4022,Recycled PET (rPET),28.07,111.94,1.01,72.4,681.98,70.5,99.69,560.96
4023,Bagasse Fiber Composite,66.31,121.07,1.11,75.58,956.48,83.12,84.56,890.85
4024,PHA (Polyhydroxyalkanoates),79.91,91.72,1.33,90.62,189.22,96.02,71.44,955.54
4025,Cork Composite,66.37,78.37,1.24,66.57,660.56,93.95,42.51,827.85
4026,Polyhydroxyvalerate (PHV),79.76,20.78,1.22,57.1,299.04,95.2,67.05,989.09
4027,PLA (Polylactic Acid),41.93,24.64,1.19,77.21,693.51,57.08,49.76,627.3
4028,Alginate,20.62,41.62,1.16,77.62,384.8,92.71,49.16,741.84
